Name;URL
Ministerio de Salud y Protección Social;https://www.minsalud.gov.co/Paginas/default.aspx
Ministerio de Transporte;
Ministry for Foreign Affairs of Finland;https://um.fi/etusivu
Ministry of Education;http://www.mofa.go.kr/eng/wpge/m_5719/contents.do
Ministry of Foreign Affairs;
Ministry Of Higher Education and Science;https://ufm.dk/en?set_language=en&cl=en
MinterEllisonRuddWatts;https://minterellison.co.nz/
Mira Costa College;http://www.miracosta.edu/
Mississippi State University;http://www.msstate.edu
MISSOURI BOTANICAL GARDEN , ST. LOUIS;http://www.missouribotanicalgarden.org/
Missouri University of Science and Technology;http://www.mst.edu/
Mitacs;https://www.mitacs.ca/en
Monash University;http://www.monash.edu.au
Mondragon Unibertsitatea;http://www.mondragon.edu
Monroe Community College;https://www.monroecc.edu/
Montana State University - Bozeman;http://www.montana.edu/
Montessori British School;
Moscow Institute of Physics and Technology (MIPT);http://www.mipt.ru
Mount Holyoke College;http://www.mtholyoke.edu/
Mount Sinai School of Medicine;http://www.mssm.edu
Movetia;https://www.movetia.ch/en/
Murdoch University;http://www.murdoch.edu.au
Museo de Antioquia;https://www.museodeantioquia.co
Museo de Arte Moderno de Bogotá;
Museo El fósil Villa de Leyva;
Museo Nacional de Bellas Artes;http://www.mnba.cl/sitio/
Muséum National d'Histoire Naturelle;http://www.mnhn.fr
NAFSA;http://www.nafsa.org/
Nagaoka University of Technology;http://www.nagaokaut.ac.jp/
Nagasaki University;http://www.nagasaki-u.ac.jp/en/
Nagoya City University;http://www.nagoya-cu.ac.jp/
Nagoya Institute of Technology;http://www.nitech.ac.jp/
Nagoya University;http://www.nagoya-u.ac.jp
Nagoya University of Commerce and Business;http://www.nucba.ac.jp
Nagoya University of Foreign Studies;http://www.nufs.ac.jp/
Nanjing Agricultural University;http://www.njau.edu.cn
Nanjing Medical University;http://www.njmu.edu.cn
Nanjing Normal University;http://www.nnu.cn/
Nanjing University;http://www.nju.edu.cn
Nankai University;http://www.nankai.edu.cn/
Nanyang Technological University;http://www.ntu.edu.sg
Nanzan University;http://www.nanzan-u.ac.jp
Nara Institute of Science and Technology;http://www.naist.jp
NARODOWA AGENCJA WYMIANY AKADEMICKIEJ;https://nawa.gov.pl/nawa
NASA;
National Central University;http://www.ncu.edu.tw/
National Cheng Kung University;http://www.ncku.edu.tw
National Chengchi University;http://www.nccu.edu.tw/
National Chengchi University - College of Commerce;http://www.commerce.nccu.edu.tw
National Chiao Tung University;http://www.nctu.edu.tw/
National Chung Cheng University;http://www.ccu.edu.tw/
National Chung Hsing University;http://www.nchu.edu.tw
National Coalition for Drug Legalization;
National College of Art and Design;http://www.ncad.ie
National Sun Yat-Sen University (NSYSU);http://www.oia.nsysu.edu.tw
National Taipei University of Technology;http://www.ntut.edu.tw
National Taiwan Normal University;http://www.ntnu.edu.tw
National Taiwan Ocean University;http://www.ntou.edu.tw/
National Taiwan University;http://www.ntu.edu.tw
National Taiwan University of Science and Technology (Taiwan Tech);http://www.ntust.edu.tw
National Tsing Hua University;http://www.nthu.edu.tw
National University of Ireland, Galway;http://www.nuigalway.ie
National University of Sciences and Technology;http://www.nust.edu.pk/
National University of Singapore;http://www.nus.edu.sg
National Yang Ming University;http://www.ym.edu.tw
Natura Cosméticos Ltda;
NCUK University Consortium;https://www.ncuk.ac.uk/choose-ncuk/
NEOMA Business School;http://www.neoma-bs.com
NetGo Colombia SAS;https://www.netgo.net/netgo/historia/
Network n+i;https://www.nplusi.com/public/en/homepage
New Jersey Institute of Technology;http://www.njit.edu
New Mexico State University;http://www.nmsu.edu/
New York Botanical Garden;http://www.nybg.org/home/
New York University;http://www.nyu.edu/
New Zealand Education;https://enz.govt.nz/
New Zealand Narional Refugee Youth Council;http://www.nznryc.org.nz/
Newcastle University;http://www.ncl.ac.uk
NIBISTERE DE L'AGRICULTURE;http://educagri.fr/
Niigata University;http://www.niigata-u.ac.jp
Niuko;http://niuko.mx/partners.html
NLA Høgskolen ;http://www.nla.no
Noordify;https://www.noordify.com/
Norges Handelshøyskole;http://www.nhh.no
Norges Teknisk-Naturvitenskapelige Universitet;http://www.ntnu.no
North Carolina State University;http://www.ncsu.edu/
North Dakota State University;http://www.ndsu.edu
North Shore Community College;http://www.northshore.edu/about/index.html
Northeastern University;http://www.neu.edu
Northern Arizona University;http://home.nau.edu/
Northern Illinois University;http://www.niu.edu
Northfield Mount Hermon;https://www.nmhschool.org/
Northumbria University, Newcastle;http://northumbria.ac.uk
Northwestern Polytechnical University;http://www.nwpu.edu.cn/
Northwestern University;http://www.northwestern.edu/
Nottingham Trent University;http://www.ntu.ac.uk
Nova School of Business and Economics;http://www.novasbe.unl.pt/en/
Nova Southeastern University;http://www.nova.edu/
Novambientti Soluciones Ambientales S.A.S.;https://novambientti.com/
Novosibirsk State Technical University;http://www.nstu.ru
Novosibirsk State University;http://www.nsu.ru
NUC University;https://www.nuc.edu/
Nuova Accademia di Belle Arti (NABA) di Milano;http://www.naba.it
NYC Architecture Biennial INC;https://www.nycarchitecturebiennial.org/
Nyenrode Business Universiteit;http://www.nyenrode.nl/
O.P. Jindal Global University;https://jgu.edu.in/
Oakland University;http://www.oakland.edu/
Oberlin College;https://www.oberlin.edu/
Observatorio del Caribe Colombiano;http://www.ocaribe.org/
OCAD University;https://www.ocadu.ca/
Ocean University of China;http://www.ouc.edu.cn/
OCENSA;https://www.ocensa.com.co/Paginas/inicio.aspx
Office of Chinese Language Council International Hanban;http://www.hanban.org
Oficina de Promoción Turística en Colombia de República Dominicana;http://mitur.gob.do/colombia/
Ohio State University;http://www.osu.edu/
Ohio University;http://www.ohio.edu/
Oikonomiko Panepistimio Athinon (OPA);http://www.aueb.gr
Oita University;http://www.oita-u.ac.jp
Okayama University;http://www.okayama-u.ac.jp
Oklahoma State University - Stillwater;http://osu.okstate.edu/
Old Dominion University;http://www.odu.edu
Ontario College of Art & Design;http://www.ocad.ca
Open Society;
Orange Coast College;http://www.orangecoastcollege.edu/
Oregon Health & Science University;http://www.ohsu.edu
Oregon State University;http://oregonstate.edu/
Organización de las Naciones Unidas para la Alimentación y la Agricultura;http://www.fao.org/colombia/fao-en-colombia/es/
Organización Social Red Somos;
Osaka City University;http://www.osaka-cu.ac.jp
Osaka Prefecture University;http://www.osakafu-u.ac.jp
Osaka University;http://www.osaka-u.ac.jp
Ostbayerische Technische Hochschule Regensburg;http://www.oth-regensburg.de
Oulun Yliopisto;http://www.oulu.fi/yliopisto
Oxford Brookes University;http://www.brookes.ac.uk
Pai Chai University;http://www.pcu.ac.kr
Panepistimio Kritis;http://www.uoc.gr/
Panepistimio Patron;http://www.upatras.gr/
Panjab University;http://www.puchd.ac.in/
Parami University;https://parami.edu.mm/
Paris School of Business;http://www.psbedu.paris/en
PARIS-LODRON UNIVERSITÄT SALZBURG;https://www.plus.ac.at/
ParisTech;http://www.paristech.org
Partners of the Americas;http://www.partners.net/
Pázmány Péter Katolikus Egyetem;http://www.ppke.hu/
Peace Reseaech Institute Oslo (PRIO);
Pécsi Tudományegyetem;http://www.pte.hu
Peking University;http://www.pku.edu.cn
Pennsylvania State University;http://www.psu.edu
Peter the Great St. Petersburg Polytechnic University;http://www.spbstu.ru/
Philipps-Universität Marburg;http://www.uni-marburg.de
Planeta Formación y Universidades;https://www.planeta.es/es
Pohang University of Science and Technology;http://www.postech.edu
Policía Nacional- Dirección Nacional de Escuelas;
Polimoda;http://www.polimoda.com/
Politechnika Krakowska;http://www.pk.edu.pl
Politechnika Lodzka;http://www.p.lodz.pl
Politechnika Poznanska;http://www.put.poznan.pl
Politechnika Śląska;http://www.polsl.pl
Politechnika Warszawska;http://www.pw.edu.pl
Politecnico di Milano;http://www.polimi.it
Politecnico di Torino;http://www.polito.it
Polytech Clermont-Ferrand;
Pomona College;http://www.pomona.edu/
Pontifical and Royal University of Santo Tomas, The Catholic University of the Philippines;http://www.ust.edu.ph
Pontificia Universidad Católica Argentina, Santa María de los Buenos Aires;http://www.uca.edu.ar
Pontificia Universidad Católica de Chile;http://www.puc.cl
Pontificia Universidad Católica de Valparaíso;http://www.ucv.cl
Pontificia Universidad Católica del Ecuador;http://www.puce.edu.ec
Pontificia Universidad Católica del Perú;http://www.pucp.edu.pe/
Pontificia Universidad Católica Madre y Maestra;http://www.pucmm.edu.do
Pontificia Universidad Javeriana;http://www.javeriana.edu.co/
Pontificia Universidad Javeriana de Cali;http://www.javerianacali.edu.co/
Pontificia Universidade Católica de São Paulo (PUCSP);http://www.pucsp.br
Pontificia Universidade Católica do Paraná (PUCPR);http://www.pucpr.br
Pontificia Universidade Católica do Rio de Janeiro;http://www.puc-rio.br
Pontificia Universidade Católica do Rio Grande do Sul (PUCRS);http://www.pucrs.br
Pormona College;https://www.pomona.edu/
Portland State University;http://www.pdx.edu/
Power China International Colombia;
Powersys Solutions Inc.;http://www.emtp-software.com/
Pratt Institute;https://www.pratt.edu/
Premex S.A.;http://www.premex.co/
Prince of Songkla University;http://www.psu.ac.th/
Princeton University;http://www.princeton.edu
Procalculo;http://www.procalculo.com/
Productos Naturales de la Sabana S.A.S;
Professionals in International Education;https://thepienews.com/
Programa de las Naciones Unidas para el Desarrollo-PNUD;
Programa Nacional de Becas y Crédito Educativo ;https://www.pronabec.gob.pe/
PSE – Ecole d’économie de Paris;
Public Health Foundation of India;https://phfi.org/
Purdue University;http://www.purdue.edu/
Pusan National University;http://www.pusan.ac.kr
Qatar University;http://www.qu.edu.qa/
QS Asia;http://www.qs-asia.com/main/
QS Unisolution GmbH;
Quaid-I-Azam University;http://www.qau.edu.pk/
Québec International;http://www.quebecinternational.ca/services/
Queen Mary University of London;http://www.qmul.ac.uk
Queen's University;http://www.queensu.ca
Queen's University Belfast;http://www.qub.ac.uk
Queens College, City University of New York;http://www.qc.cuny.edu/
Queensland University of Technology;http://www.qut.edu.au
Radboud Universiteit Nijmegen;http://www.ru.nl
Radio Televisión Nacional de Colombia;
Rannis;https://www.rannis.is/
Real Gabinete Portugues de Leitura;http://www.realgabinete.com.br/
Real Jardín Botánico de Madrid;
Regent's University London;http://www.regents.ac.uk/
Región Central - RAPE;https://regioncentralrape.gov.co/
Renata;https://www.renata.edu.co/
Renison University College;https://uwaterloo.ca/renison/
Renmin University of China;http://www.ruc.edu.cn
Rensselaer Polytechnic Institute;http://www.rpi.edu/
Rheinisch-Westfälische Technische Hochschule Aachen;http://www.rwth-aachen.de
Rheinische Friedrich-Wilhelms-Universität Bonn;http://www.uni-bonn.de
Rift Valley Institute;https://riftvalley.net/index.php/
Rijksoverheid;https://www.government.nl/
Rijksuniversiteit Groningen;http://www.rug.nl
Ritsumeikan Asia Pacific University;http://www.apu.ac.jp/
Ritsumeikan University;http://www.ritsumei.ac.jp
RMIT University;http://www.rmit.edu.au
Rochester Institute of Technology;http://www.rit.edu/
Rollins College;http://www.rollins.edu/
Rome Business School;https://romebusinessschool.it/
Rose-Hulman Institute of Technology;http://www.rose-hulman.edu
Roskilde Universitet;http://www.ruc.dk
Royal College of Surgeons in Ireland;
Royal Holloway, University of London;http://www.rhul.ac.uk
RTI International;https://www.rti.org/
Ruhr-Universität Bochum;http://www.ruhr-uni-bochum.de
Ruprecht-Karls-Universität Heidelberg;http://www.uni-heidelberg.de
Russian State Social University;https://en.rgsu.net/
Rutgers, The State University of New Jersey;http://www.rutgers.edu/
Sabanci Üniversitesi;http://www.sabanciuniv.edu
Saint Louis University;http://www.slu.edu
Saint-Petersburg State University;http://www.spbu.ru/
Saitama University;http://www.saitama-u.ac.jp
Samara State Aerospace University;http://www.ssau.ru
San Diego State University;http://www.sdsu.edu/
San Francisco State University;http://www.sfsu.edu/
San José State University;http://www.sjsu.edu/
Sanfi Aventis de Colombia S.A;
Santa Clara University;http://www.scu.edu
Santa Francisca Romana;https://www.csfr.edu.co/
Santa Reyes;http://www.santareyes.com.co/
SAP;https://www.sap.com/latinamerica/index.html
Sarah Lawrence College;http://www.slc.edu
Savannah College of Art and Design;https://www.scad.edu/
School of the Art Institute of Chicago;http://www.artic.edu
Schweizerishe Eidgenossenchaft;https://www.sbfi.admin.ch/sbfi/de/home.html
Sciences Po Grenoble;http://www.sciencespo-grenoble.fr
Sciences Po Lille;http://www.sciencespo-lille.eu/
Sciences-Po Rabat;http://www.uir.ac.ma/en/pole/sciences-po-rabat
Scoala Nationala de Studii Politice si Administrative din Bucuresti;http://www.snspa.ro/
Scuola di Alta Formazione e Studi Specializzati per Professionisti;
Scuola Internazionale Superiore di Studi Avanzati (SISSA);http://www.sissa.it
Scuola Normale Superiore di Pisa;http://www.sns.it
Scuola Superiore Sant' Anna;http://www.sssup.it
SDA Bocconi School of Management;https://www.sdabocconi.it/
Secretaría de Movilidad de Medellín;https://www.medellin.gov.co/movilidad/
Secretaría Distrital de la Mujer - Alcaldía Mayor de Bogotá;
Secretaria General de la Organización de Estados Americanos (OEA);http://www.oas.org/
Sejong University;http://www.sejong.ac.kr/
Selina;https://www.selina.com/es/colombia/la-candelaria-bogota/
Senac Serviço Nacional de Aprendizagem Comercial;http://www.mg.senac.br/Paginas/default.aspx#
Seneca College;http://www.senecacollege.ca/
Seoul National University;http://www.useoul.edu/
Servicio Geológico Colombiano;
Servicio Nacional de Aprendizaje-SENA;http://www.sena.edu.co/
Seton Hall University;https://www.shu.edu
Shaanxi Normal University;http://www.snnu.edu.cn
Shahid Beheshti University;http://www.sbu.ac.ir
Shandong Normal University;http://www.sdnu.edu.cn
Shandong University;http://www.sdu.edu.cn
Shandong University of Finance;http://www.sdfi.edu.cn
Shandong University of Technology;http://www.sdut.edu.cn
Shandong Yincai University;http://eng.ycxy.com/
Shanghai Business School;https://www.sbs.edu.cn/en_01/
Shanghai Institute of Technology;http://www.shict.edu.cn
Shanghai International Studies University;http://www.shisu.edu.cn/
Shanghai Jia Tong University;http://en.sjtu.edu.cn/
Shanghai Jiao Tong University;http://www.sjtu.edu.cn/
Shanghai Maritime University;http://www.shmtu.edu.cn
Shanghai Ocean University;http://www.shfu.edu.cn/
Shanghai University;http://www.shu.edu.cn/
Shanghai University of Engineering Science;http://www.sues.edu.cn/
Shanghai University of Finance and Economics;http://www.shufe.edu.cn
Shanghai University of International Business and Economics;http://www.shift.edu.cn
Sharda University;http://www.sharda.ac.in
Sharif University of Technology;http://www.sharif.ir
Sheffield Hallam University;http://www.shu.ac.uk
Shimane University;http://www.shimane-u.ac.jp
Shinshu University;http://www.shinshu-u.ac.jp/
Shiraz University;http://shirazu.ac.ir
Shizuoka University;http://www.u-shizuoka-ken.ac.jp
Showa University;http://www.showa-u.ac.jp
Siberian Federal University;http://www.sfu-kras.ru/
Sichuan University;http://www.scu.edu.cn
Siemens Stiftung;
Simon Fraser University;http://www.sfu.ca
Sistema Universitario Ana G. Méndez;http://ac.suagm.edu/
Skidmore College;https://www.skidmore.edu/
Smith - School of Business;https://smith.queensu.ca
Smith College;https://www.smith.edu/
SOAS, University of London;http://www.soas.ac.uk
Sogang University;http://www.sogang.ac.kr/
Sohag University;http://www.sohag-univ.edu.eg/
Soka University;http://www.soka.ac.jp
Solbridge Business School;http://www.solbridge.ac.kr/story/main/index.jsp
Soochow University, Suzhou;http://eng.suda.edu.cn/
Sophia University;http://www.sophia.ac.jp/
Sorbonne Université;http://www.upmc.fr
South China University of Technology;http://www.scut.edu.cn/
South Valley University;http://www.svu.edu.eg/
Southeast Missouri State University;http://www.semo.edu/
Southeast University;http://www.seu.edu.cn
Southern California Institute of Architecture;
Southern Cross University;http://www.scu.edu.au
Southern Federal University;http://www.rsu.ru/
Southern Illinois University Carbondale;http://www.siuc.edu/
Southern Utah University;http://www.suu.edu/
Southwest Jiaotong University;http://www.swjtu.edu.cn/
SRH Hochschule der Populären Künste;http://www.hdpk.de/
SRH Hochschule Heidelberg;http://www.fh-heidelberg.de
SRM University;http://www.srmuniv.ac.in
St Perter's International College;https://www.stpeterscollege.org/
St. George's, University of London;http://www.sgul.ac.uk/
St. John's University;http://www.stjohns.edu/
St. Lawrence College;https://www.stlawrencecollege.ca/
St. Thomas University;https://www.stu.edu/
Stanford University;http://www.stanford.edu
Stellenbosch University;http://www.sun.ac.za
Stephen F. Austin State University;http://www.sfasu.edu
Stevens Institute of Technology;http://www.stevens.edu
Stockholms universitet;http://www.su.se
Stony Brook University;http://www.stonybrook.edu/
Strategic Public Relations Group;
Study Hawai'i;http://studyhawaii.org/
Study in Serbia;http://studyinserbia.rs/
Study Melbourne;https://www.studymelbourne.vic.gov.au/about-study-melbourne
Study Travel and Move Forward;http://www.stmeducation.co/
Studybility;http://studybility.com/
Studyvisory GmbH;https://www.studyvisory.com/
Subred Integrada de Servicios de Salud Sur E.S.E.;https://www.subredsur.gov.co/
Suez Canal University;http://www.scuegypt.edu.eg
Sultan Qaboos University;http://www.squ.edu.om/
Sumitomo Corporation Colombia S.A.S.;
Sun Yat-Sen University;http://www.sysu.edu.cn
Sungkyunkwan University;http://www.skku.edu/
SUNY Downstate Medical Center ;http://www.hscbklyn.edu
SupBiotech;https://www.supbiotech.fr/
Suranaree University of Technology;http://www.sut.ac.th
Sveriges lantbruksuniversitet;http://www.slu.se
Swansea University;http://www.swan.ac.uk
Swarthmore College;https://www.swarthmore.edu/
Swinburne University of Technology;http://www.swinburne.edu.au
SWPS Uniwersytet Humanistycznospołeczny;http://www.swps.edu.pl
Syddansk Universitet;http://www.sdu.dk
Syracuse University;http://www.syracuse.edu/
Szegedi Tudományegyetem;http://www.u-szeged.hu/
Szkoła Glowna Handlowa (SGH) w Warszawie;http://www.sgh.waw.pl
Taideyliopisto;http://www.uniarts.fi
Taipei Medical University;http://www.tmu.edu.tw/v3/main.php
Tamkang University;http://www.tku.edu.tw/
Tampere University;https://www.tuni.fi/en
Tartu Ülikool;http://www.ut.ee
Tashkent State Institute of Law (TSIL);http://www.tsil.uz
Tata Institute of Fundamental Research;http://www.tifr.res.in/
Tata Institute of Social Sciences;http://www.tiss.edu/
Tbilisi State Medical University;http://new.tsmu.edu/
Teachstone;https://teachstone.com/
Team Foods Colombia S.A.;https://www.alianzateam.com/
Technion - Israel Institute of Technology;http://www.technion.ac.il
Technische Hochschule Ingolstadt;http://www.thi.de/
Technische Hochschule Köln;https://www.th-koeln.de/
Technische Universität Berlin;http://www.tu-berlin.de
Technische Universität Chemnitz;http://www.tu-chemnitz.de
Technische Universität Clausthal;http://www.tu-clausthal.de
Technische Universität Darmstadt;http://www.tu-darmstadt.de
Technische Universität Dortmund;http://www.tu-dortmund.de
Technische Universität Dresden;http://www.tu-dresden.de
Technische Universität Graz;http://www.tugraz.at
Technische Universität Hamburg-Harburg;http://www.tu-harburg.de
Technische Universität Kaiserslautern;http://www.uni-kl.de
Technische Universität München (TUM);https://www.tum.de/
Technische Universität Wien;http://www.tuwien.ac.at
Technische Universiteit Delft;http://www.tudelft.nl
Technische Universiteit Eindhoven;http://www.tue.nl
Technological University Dublin;http://www.tudublin.ie
Teesside University;http://www.tees.ac.uk
Tel Aviv University;http://www.tau.ac.il
TELECOM ParisTech;http://www.telecom-paristech.fr/
Télécom SudParis;http://www.telecom-sudparis.eu/
TÉLUQ University ;https://www.teluq.ca/site/en/
Temple University;http://www.temple.edu
Tetra Tech;https://www.tetratech.com/es
Texas A&M University;http://www.tamu.edu/
Texas Christian University;http://www.tcu.edu/
Texas Medical Center;http://www.tmc.edu/
Texas Tech University;http://www.ttu.edu/
The Chinese University of Hong Kong, Shenzhen;https://www.cuhk.edu.cn/
The College Board;https://www.collegeboard.org/
The Evergreen State College;https://www.evergreen.edu/
The Grad School;http://thegradschool.com/site/
The Hong Kong Polytechnic University;http://www.polyu.edu.hk
The Hong Kong University of Science and Technology;http://www.ust.hk
The London School of Economics and Political Science, University of London;http://www.lse.ac.uk
The New School;http://www.newschool.edu/
The Open University;http://www.open.ac.uk
THE PIE (Professionals in International Education);https://thepienews.com/
The power of International Education;https://www.iie.org/
The Rockefeller University;http://www.rockefeller.edu/
The State University of New York;https://www.suny.edu/
The University of Alabama in Huntsville;https://www.uah.edu
The University of Auckland;http://www.auckland.ac.nz
The University of Hong Kong;http://www.hku.hk/
The University of Law;https://www.law.ac.uk/
The University of Manchester;http://www.manchester.ac.uk
The University of Nottingham;http://www.nottingham.ac.uk
The University of Queensland;http://www.uq.edu.au
The University of Tokyo;http://www.u-tokyo.ac.jp
The University of Waikato;http://www.waikato.ac.nz
The University of Warwick;http://www.warwick.ac.uk
Thomas Edison State University;https://www.tesu.edu/
Thomas Jefferson University;http://www.jefferson.edu
Thomas More Mechelen-Antwerpen;http://www.thomasmore.be/
Thompson Rivers University;http://www.tru.ca
Thunderbird School of Global Management;http://www.thunderbird.edu/
Tianjin University;http://www.tju.edu.cn/
Tianjin University of Finance and Economics;http://www.tjufe.edu.cn/
Tilburg University;http://www.tilburguniversity.nl
Times Higher Education;https://www.timeshighereducation.com
Times Higher Education World University Rankings;https://www.timeshighereducation.com/world-university-rankings
Tohoku University;http://www.tohoku.ac.jp
Tokai University;http://www.u-tokai.ac.jp
Tokyo Institute of Technology;http://www.titech.ac.jp/
Tokyo Medical and Dental University;http://www.tmd.ac.jp/
Tokyo Metropolitan University;http://www.tmu.ac.jp/
Tokyo University of Agriculture and Technology;http://www.tuat.ac.jp
Tokyo University of Foreign Studies;http://www.tufs.ac.jp/
Tokyo University of Marine Science and Technology;http://www.kaiyodai.ac.jp/
Tokyo University of Science;http://www.sut.ac.jp
Tomsk Polytechnic University;http://www.tpu.ru
Tomsk State University;http://www.tsu.ru
Tongji University;https://en.tongji.edu.cn/
Toronto Metropolitan University;http://www.ryerson.ca
Tottori University;http://www.tottori-u.ac.jp
TOULOUSE BUSINESS SCHOOL;http://www.tbs-education.fr/
Towson University;http://www.towson.edu
Toyo University;http://www.toyo.ac.jp
Toyota Motor Europe: Technical Centre Zaventem;https://www.toyota-europe.com/jobs/locations
Trent University;http://www.trentu.ca
Tribunal de Justicia de la Comunidad Andina;https://www.tribunalandino.org.ec/
Trinity College;http://www.trincoll.edu/
Trinity College Dublin;http://www.tcd.ie
Trinity University ;http://www.trinity.edu
Tsinghua University;http://www.tsinghua.edu.cn
Tsuda University;https://www.tsuda.ac.jp
Tufts University;http://www.tufts.edu
Tulane University;http://www.tulane.edu
Tulane University - Freeman School of Business;http://www.freeman.tulane.edu/
Tulane University - Law School;http://www.law.tulane.edu/
Turun Yliopisto;http://www.utu.fi
Tuskegee University;http://www.tuskegee.edu
Tyumen Industrial University;https://www.tyuiu.ru/?lang=en
U.S Embassy Colombia;https://co.usembassy.gov/es/
U.S. Naval Medical Research Unit Number Six;
UK Colombia Trade;http://ukcolombiatrade.com/es/
Ulsan National Institute of Science and Technology;
Uma Kiwe Colombia Centro de investigación y acción participativa para la construcción de paz y reconciliación;
Umea Academy of Fine Arts;http://www.art.umu.se/english
Umeå universitet;http://www.umu.se
Umeå universitet - Umeå Academy of Fine Arts;http://www.art.umu.se/
UNAM Instituto de Ecología;http://web.ecologia.unam.mx/
UNESCO;https://en.unesco.org/
UNESCO Office in Quito;http://www.unesco.org/new/es/quito/home/
Uniandinos;https://www.uniandinos.org.co/
Unidad Académica de la Universidad Interamericana de Puerto Rico;http://www.metro.inter.edu/index.asp
Unidad Administrativa Especial para la Consolidación Territorial;http://www.consolidacion.gov.co/
Unidad Médico Quirúrgica de ORL S.A.S;https://www.unimeqorl.com/
UniEVANGÉLICA;https://www.unievangelica.edu.br/novo/index.php
United Arab Emirates University;http://www.uaeu.ac.ae/
United Nations Population Fund;
Universidad ‘Alfonso X El Sabio’;http://www.uax.es
Universidad Adolfo Ibáñez;http://www.uai.cl
Universidad Agustiniana;http://www.uniagustiniana.edu.co/
Universidad Anáhuac - México Norte;http://www.anahuac.mx/
Universidad Anáhuac Cancún;https://www.anahuac.mx/cancun/
Universidad Andina del Cusco;https://www.uandina.edu.pe/
Universidad Andrés Bello;http://www.unab.cl
Universidad Antonio de Nebrija;http://www.nebrija.com
Universidad Antonio Nariño;https://www.uan.edu.co/
Universidad Austral;http://www.austral.edu.ar
Universidad Austral de Chile;http://www.uach.cl
Universidad Autónoma de Baja California;http://www.uabc.mx
Universidad Autónoma de Bucaramanga;http://www.unab.edu.co/
Universidad Autónoma de Chapingo;http://www.chapingo.mx
Universidad Autónoma de Chile;http://www.uas.cl
Universidad Autónoma de Coahuila;http://www.uadec.mx/
Universidad Autónoma de Madrid;http://www.uam.es
Universidad Autónoma de Nuevo León;http://www.uanl.mx/
Universidad Autónoma de Occidente;http://www.uao.edu.co/
Universidad Autónoma del Caribe;http://www.uac.edu.co/
Universidad Autónoma del Estado de Hidalgo;http://www.uaeh.edu.mx
Universidad Autónoma Latinoamericana;http://www.unaula.edu.co/
Universidad Autónoma Metropolitana;http://www.uam.mx/
Universidad Autónoma San Francisco;http://www.uasf.edu.pe/
Universidad Bernardo O'Higgins;http://www.ubohiggins.cl
Universidad Camilo José Cela;http://www.ucjc.edu
Universidad Carlos III de Madrid;http://www.uc3m.es
Universidad Carlos III de Madrid - Instituto Lucio Anneo Séneca;http://www.uc3m.es
Universidad Católica Boliviana 'San Pablo';http://www.ucb.edu.bo
Universidad Catolica de Avila ‘Santa Teresa de Jesus’;http://www.ucavila.es
Universidad Católica de Córdoba;http://www.uccor.edu.ar
Universidad Católica de la Santísima Concepción;http://www.ucsc.cl
Universidad Católica de Manizales;http://www.ucm.edu.co
Universidad Católica de Santa María;http://www.ucsm.edu.pe/
Universidad Católica del Norte;http://www.ucn.cl
Universidad Católica del Uruguay;http://www.ucu.edu.uy/
Universidad Católica Los Ángeles de Chimbote;
Universidad Católica Nuestra Señora de la Asunción;http://www.uc.edu.py
Universidad Catolica Popular de Risaralda;http://www.ucpr.edu.co/
Universidad Católica San Antonio de Murcia;http://www.ucam.edu
Universidad Católica San Pablo;http://www.ucsp.edu.pe/
Universidad Cenfotec;https://www.ucenfotec.ac.cr/
Universidad Central;http://www.ucentral.edu.co/
Universidad Central de Venezuela;http://www.ucv.ve/
Universidad Centroamericana;http://www.uca.edu.ni/
"Universidad Centroamericana ""José Simeón Cañas""";http://www.uca.edu.sv/
"Universidad Centroccidental ""Lisandro Alvarado""";http://www.ucla.edu.ve/
Universidad CES;https://www.ces.edu.co/
Universidad CESMAG;https://www.unicesmag.edu.co/
Universidad CEU Cardenal Herrera;https://www.uchceu.es/
Universidad CEU San Pablo;http://www.uspceu.com
Universidad Colegio Mayor De Cundinamarca;
Universidad Complutense de Madrid;http://www.ucm.es
Universidad Continental;https://ucontinental.edu.pe/
Universidad de Alcalá;http://www.uah.es
Universidad de Alicante;http://www.ua.es
Universidad de Antioquia;http://www.udea.edu.co/
Universidad de Antioquia - Grupo Herpetológico de Antioquia;https://grupoherpetologicodeantioquia.org/
Universidad de Bogotá Jorge Tadeo Lozano;http://www.utadeo.edu.co/
Universidad de Buenos Aires;http://www.uba.ar
Universidad de Caldas;http://www.ucaldas.edu.co/
Universidad de Cantabria;http://www.unican.es
Universidad de Cartagena;http://www.unicartagena.edu.co
Universidad de Castilla-La Mancha;http://www.uclm.es
Universidad de Chile;http://www.uchile.cl
Universidad de Concepción;http://www.udec.cl
Universidad de Córdoba;http://www.uco.es
Universidad de Costa Rica;http://www.ucr.ac.cr
Universidad de Deusto;http://www.deusto.es
Universidad de Especialidades Espíritu Santo;http://www.uees.edu.ec
Universidad de Granada;http://www.ugr.es
Universidad de Guadalajara;http://www.udg.mx/
Universidad de Guanajuato;http://www.ugto.mx
Universidad de Ibague ;http://www.unibague.edu.co/
Universidad de Iberoamerica;https://www.unibe.ac.cr/
Universidad de Ingeniería y Tecnología;https://www.utec.edu.pe/
Universidad de Investigación de Tecnología Experimental YACHAY;http://yachaytech.edu.ec/en/
Universidad de la Amazonia;https://www.uniamazonia.edu.co/
Universidad de La Frontera;http://www.ufro.cl
