Start period,Rank,Relation: ID,Stay opportunity,Status selection,Stay: ID,Institution,Stay: GPA outgoing
Second Semester 2018,3,74,Exchange Student Undergraduate-Freie Universität Berlin-Universidad de los Andes-Outgoing,Pending,2490,Freie Universität Berlin,"3,58"
Second Semester 2018,1,78,Exchange Student-Georg-August-Universität Göttingen-School of Economics-Outgoing,Selected,2708,Georg-August-Universität Göttingen,"3,58"
Second Semester 2018,2,114,Exchange Student-Johannes Gutenberg-Universität Mainz-Universidad de los Andes-Outgoing,Rejected,2708,Johannes Gutenberg-Universität Mainz,"3,58"
Second Semester 2018,3,503,Exchange Student-Eberhard Karls Universität Tübingen-Universidad de los Andes-Outgoing,Rejected,2708,Eberhard Karls Universität Tübingen,"3,58"
Second Semester 2022,1,1431,Exchange Student-Universitas Gadjah Mada-Universidad de los Andes-Outgoing,Selected,18572,Universitas Gadjah Mada,"4,71"
Second Semester 2022,2,1468,Student Exchange-L'Institute de Sciences Politiques Sciences Po- Campus Reims-Political Sciences Deparment-Outgoing,Rejected,18572,Institut d'Etudes Politiques de Paris,"4,71"
Second Semester 2022,3,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Rejected,18572,Københavns Universitet,"4,71"
Second Semester 2018,1,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Rejected,2599,McGill University,"4,57"
Second Semester 2018,2,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Selected,2599,University of Melbourne,"4,57"
Second Semester 2018,3,1024,Exchange Student-Technische Universiteit Eindhoven-Department of Industrial Engineering-Outgoing,Rejected,2599,Technische Universiteit Eindhoven,"4,57"
Second Semester 2020,1,2328,Double Degree-IMT Atlantique-16N MPR-School of Engineering-Outgoing,Selected,12451,IMT Atlantique,"4,57"
Second Semester 2020,2,2329,Double Degree-IMT Atlantique-18N NeMO-School of Engineering-Outgoing,Rejected,12451,IMT Atlantique,"4,57"
First Semester 2019,1,1000,Exchange Student-IE University MADRID-School of Law-Outgoing,Rejected,3684,IE Universidad,"4,26"
First Semester 2019,2,319,Exchange Student-Universidade Católica Portuguesa-School of Law-Outgoing,Selected,3684,Universidade Católica Portuguesa,"4,26"
First Semester 2019,1,1000,Exchange Student-IE University MADRID-School of Law-Outgoing,Rejected,3659,IE Universidad,"4,51"
First Semester 2019,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,3659,Universidad Carlos III de Madrid,"4,51"
First Semester 2019,3,319,Exchange Student-Universidade Católica Portuguesa-School of Law-Outgoing,Selected,3659,Universidade Católica Portuguesa,"4,51"
Inter-semester 2020,1,1749,SURF-North Carolina State University-Universidad de los Andes-Outgoing,Pending,12519,North Carolina State University,"4,04"
Inter-semester 2020,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,12541,Cornell University,"4,18"
Second Semester 2019,1,1381,Exchange Student-University of New South Wales-Universidad de los Andes-Outgoing,Rejected,7738,University of New South Wales,"4,35"
Second Semester 2019,2,1068,Exchange Student-Victoria University of Wellington-Universidad de Los Andes-Outgoing,Selected,7738,Victoria University of Wellington,"4,35"
Second Semester 2019,1,1014,Exchange Student-Erasmus Universiteit Rotterdam-School of Economics-Outgoing,Selected,7585,Erasmus Universiteit Rotterdam,"4,05"
Second Semester 2019,2,1016,Exchange Student-Universität Mannheim-School of Economics-Outgoing,Rejected,7585,Universität Mannheim,"4,05"
Second Semester 2019,3,371,Exchange Student-Université de Strasbourg-School of Economics-Outgoing,Rejected,7585,Université de Strasbourg,"4,05"
Second Semester 2018,1,1006,SMILE Exchange-Universidad Politécnica de Madrid-ETSICCP-Civil Engineering-Outgoing,Selected,2411,Universidad Politécnica de Madrid,"3,61"
Second Semester 2018,2,668,Exchange Student-Pontificia Universidade Católica do Paraná-Universidad de los Andes-Outgoing,Rejected,2411,Pontificia Universidade Católica do Paraná (PUCPR),"3,61"
Second Semester 2018,3,692,Exchange Student-Universidade Federal do Rio Grande do Sul-Universidad de los Andes-Outgoing,Rejected,2411,Universidade Federal do Rio Grande do Sul (UFRGS),"3,61"
First Semester 2022,1,862,Exchange Student Undergraduate-Université Jean Moulin Lyon 3-Universidad de los Andes-Outgoing,Selected,16586,Université Jean Moulin Lyon 3,"3,92"
First Semester 2022,2,1287,Exchange Student-ICN Business School-School of Management-Outgoing,Rejected,16586,ICN Business School,"3,92"
First Semester 2022,3,2089,Exchange Student - Universita degli Studi di Bologna-Universidad de los Andes-Outgoing,Rejected,16586,Università degli Studi di Bologna 'Alma Mater Studiorum',"3,92"
Second Semester 2022,1,486,Double degree-Toulouse Business School-School of Management-Outgoing,Selected,19866,TOULOUSE BUSINESS SCHOOL,"4,37"
Second Semester 2022,1,322,Exchange Student-Universidade Católica Portuguesa-School of Management-Outgoing,Rejected,18646,Universidade Católica Portuguesa,"3,85"
Second Semester 2022,2,998,Exchange Student Undergraduate-IE University-Campus Madrid-School of Management-Outgoing,Rejected,18646,IE Universidad,"3,85"
Second Semester 2022,3,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,18646,Universitat Ramon Llull,"3,85"
First Semester 2023,1,998,Exchange Student Undergraduate-IE University-Campus Madrid-School of Management-Outgoing,Pending,20119,IE Universidad,"3,83"
First Semester 2023,2,322,Exchange Student-Universidade Católica Portuguesa-School of Management-Outgoing,Pending,20119,Universidade Católica Portuguesa,"3,83"
First Semester 2023,3,799,Exchange Student Undergraduate-Nagoya University of Commerce and Business Administration-School of Management-Outgoing,Pending,20119,Nagoya University of Commerce and Business,"3,83"
Inter-semester 2018,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Pending,2829,Cornell University,"4,19"
Inter-semester 2019,1,,,Pending,8195,Cornell University,"4,18"
Inter-semester 2020,1,1749,SURF-North Carolina State University-Universidad de los Andes-Outgoing,Pending,12511,North Carolina State University,"4,25"
Second Semester 2022,1,,,Rejected,19319,,"4,44"
Second Semester 2018,1,830,"Exchange Student-Northumbria University, Newcastle-Universidad de los Andes-Outgoing",Pending,2563,"Northumbria University, Newcastle","4,02"
Second Semester 2018,2,445,BORRAR-Exchange Student-University of Ottawa-Universidad de los Andes-Outgoing,Pending,2563,University of Ottawa,"4,02"
Second Semester 2018,3,84,Exchange Student-Helsingin Yliopisto-Universidad de los Andes-Outgoing,Pending,2563,Helsingin Yliopisto,"4,02"
First Semester 2022,1,3814,Virtual International Program-Purdue University-School of Engineering-Outgoing,Selected,19727,Purdue University,"4,51"
Second Semester 2022,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Selected,19215,University College London,"4,42"
Second Semester 2022,2,214,Exchange Student-Tulane University-School of Engineering-School of Sciences-Outgoing,Rejected,19215,Tulane University,"4,42"
Second Semester 2022,3,188,Exchange Student-Purdue University-Universidad de los Andes-Outgoing,Rejected,19215,Purdue University,"4,42"
First Semester 2019,1,1305,Exchange Student-Università Commerciale 'Luigi Bocconi' di Milano-School of Management-Outgoing,Rejected,3518,Università Commerciale 'Luigi Bocconi' di Milano,"4,42"
First Semester 2019,2,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Selected,3518,Universidade Nova de Lisboa,"4,42"
First Semester 2019,3,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,3518,Maastricht University,"4,42"
Second Semester 2019,1,153,Exchange Student-Politecnico di Milano-Department of Architecture-Outgoing,Rejected,7788,Politecnico di Milano,"4,14"
Second Semester 2019,2,948,Exchange Student-University of Oklahoma-Universidad de los Andes-Outgoing,Selected,7788,University of Oklahoma,"4,14"
Second Semester 2019,3,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,7788,University College London,"4,14"
Second Semester 2019,1,23,Exchange Student Undergraduate-Australian National University-Universidad de los Andes-Outgoing,Rejected,7665,Australian National University,"4,49"
Second Semester 2019,2,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Selected,7665,McGill University,"4,49"
Second Semester 2019,3,395,Exchange Student-University of Bristol-Universidad de los Andes-Outgoing,Rejected,7665,University of Bristol,"4,49"
Inter-semester 2020,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,12623,Cornell University,"4,53"
First Semester 2020,1,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Selected,14777,Justus-Liebig-Universität Giessen,"3,42"
First Semester 2020,2,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Pending,14777,Justus-Liebig-Universität Giessen,"3,42"
First Semester 2020,3,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Pending,14777,Justus-Liebig-Universität Giessen,"3,42"
First Semester 2020,1,1243,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Industrial Engineering-Outgoing,Rejected,14302,Universidade de Lisboa,"3,74"
First Semester 2020,2,762,SMILE Exchange Student-Universidade do Porto-School of Engineering-Outgoing,Rejected,14302,Universidade do Porto,"3,74"
First Semester 2020,3,159,Exchange Student-Politecnico di Milano-School of Engineering-Outgoing,Rejected,14302,Politecnico di Milano,"3,74"
First Semester 2021,1,1243,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Industrial Engineering-Outgoing,Selected,14302,Universidade de Lisboa,"3,74"
First Semester 2021,2,762,SMILE Exchange Student-Universidade do Porto-School of Engineering-Outgoing,Rejected,14302,Universidade do Porto,"3,74"
First Semester 2021,3,159,Exchange Student-Politecnico di Milano-School of Engineering-Outgoing,Rejected,14302,Politecnico di Milano,"3,74"
First Semester 2020,1,145,Exchange Student-Nanzan University-Universidad de los Andes-Outgoing,Selected,11179,Nanzan University,"4,14"
First Semester 2020,2,,,Pending,11179,Sophia University,"4,14"
First Semester 2020,3,,,Pending,11179,University of Tsukuba,"4,14"
Second Semester 2022,1,984,Exchange Language - Universität des Saarlandes - Universidad de los Andes-Outgoing,Rejected,19082,Universität des Saarlandes,"4,12"
Second Semester 2022,2,1809,SMILE-Norwegian University of Science and Technology - Mechanical Engineering-Outgoing,Selected,19082,Norges Teknisk-Naturvitenskapelige Universitet,"4,12"
Second Semester 2022,3,852,Exchange Student Undergraduate-Universität Bayreuth-Universidad de los Andes-Outgoing,Rejected,19082,Universität Bayreuth,"4,12"
First Semester 2019,1,145,Exchange Student-Nanzan University-Universidad de los Andes-Outgoing,Cancelled,6251,Nanzan University,"4,05"
First Semester 2019,1,145,Exchange Student-Nanzan University-Universidad de los Andes-Outgoing,Cancelled,6259,Nanzan University,"3,88"
Second Semester 2018,1,1014,Exchange Student-Erasmus Universiteit Rotterdam-School of Economics-Outgoing,Rejected,2586,Erasmus Universiteit Rotterdam,"4,03"
Second Semester 2018,2,997,Exchange Student-Tilburg University-School of Management-Outgoing,Rejected,2586,Tilburg University,"4,03"
Second Semester 2018,3,736,Exchange Student-Universität St. Gallen-School of Economics-Outgoing,Selected,2586,Universität St. Gallen,"4,03"
First Semester 2022,1,379,Exchange Student-Université Libre de Bruxelles-Architechture Department-Outgoing,Selected,17040,Université Libre de Bruxelles,
Second Semester 2021,1,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Selected,11935,Universidade Nova de Lisboa,"4,09"
Second Semester 2020,2,16,Exchange Student-Audencia Nantes-School of Management-Outgoing,Rejected,11935,Audencia Business School,"4,09"
Second Semester 2020,3,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,11935,Maastricht University,"4,09"
First Semester 2020,1,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Selected,14672,Justus-Liebig-Universität Giessen,"4,38"
First Semester 2019,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,3576,University College London,"4,34"
First Semester 2019,2,842,Exchange Student Undergraduate-University of Sussex-Universidad de los Andes-Outgoing,Selected,3576,University of Sussex,"4,34"
First Semester 2019,3,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Rejected,3576,McGill University,"4,34"
Inter-semester 2020,1,2232,Research internships-Justus Liebig Universität Gießen-Universidad de los Andes-SURF-Outgoing,Selected,12031,Justus-Liebig-Universität Giessen,"4,40"
First Semester 2020,1,1016,Exchange Student-Universität Mannheim-School of Economics-Outgoing,Rejected,8568,Universität Mannheim,"3,93"
First Semester 2020,2,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Selected,8568,Københavns Universitet,"3,93"
First Semester 2020,3,736,Exchange Student-Universität St. Gallen-School of Economics-Outgoing,Rejected,8568,Universität St. Gallen,"3,93"
First Semester 2019,1,1014,Exchange Student-Erasmus Universiteit Rotterdam-School of Economics-Outgoing,Pending,3636,Erasmus Universiteit Rotterdam,"3,95"
First Semester 2019,2,997,Exchange Student-Tilburg University-School of Management-Outgoing,Pending,3636,Tilburg University,"3,95"
First Semester 2019,3,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Pending,3636,Københavns Universitet,"3,95"
First Semester 2020,1,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,8613,Universidad Carlos III de Madrid,"3,69"
First Semester 2020,2,89,Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,Selected,8613,Høgskolen i Oslo og Akershus - Oslo metropolitan University,"3,69"
First Semester 2020,1,207,Exchange Student-Technische Universität München-Universidad de los Andes-Outgoing,Rejected,8613,Technische Universität München (TUM),"3,69"
First Semester 2020,2,136,SMILE-Exchange Student-Lunds Universitet-School of Engineering-Outgoing,Rejected,8613,Lunds universitet,"3,69"
First Semester 2020,3,747,Exchange Student-Kungliga Tekniska högskolan (KTH)-School of Engineering-Outgoing,Rejected,8613,Kungliga Tekniska högskolan (KTH),"3,69"
Second Semester 2020,1,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Rejected,11893,University of Melbourne,"3,90"
Second Semester 2020,2,652,"Exchange Student-University of Technology, Sydney-Universidad de los Andes-Outgoing",Rejected,11893,University of Technology Sydney,"3,90"
Second Semester 2020,3,1068,Exchange Student-Victoria University of Wellington-Universidad de Los Andes-Outgoing,Selected,11893,Victoria University of Wellington,"3,90"
Second Semester 2022,1,1519,Exchange Student-Universidad de Alicante-Universidad de los Andes-Outgoing,Rejected,18434,Universidad de Alicante,"4,08"
Second Semester 2022,2,274,Exchange Student-Universidad de Santiago de Compostela-Universidad de los Andes-Outgoing,Pending,18434,Universidad de Santiago de Compostela,"4,08"
Inter-semester 2022,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Pending,19897,Cornell University,"3,44"
First Semester 2020,1,1434,Exchange-Sophia University-Universidad de los Andes-Outgoing,Rejected,14304,Sophia University,"4,38"
First Semester 2021,1,145,Exchange Student-Nanzan University-Universidad de los Andes-Outgoing,Selected,14304,Nanzan University,"4,38"
Second Semester 2022,1,3341,Exchange Student-Instituto Tecnológico de Estudios Superiores de Monterrey-School Law-Outgoing,Selected,18807,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"4,24"
First Semester 2020,1,156,Exchange Student-Politecnico di Milano-Department of Design-Outgoing,Selected,8616,Politecnico di Milano,"4,09"
First Semester 2020,2,842,Exchange Student Undergraduate-University of Sussex-Universidad de los Andes-Outgoing,Rejected,8616,University of Sussex,"4,09"
First Semester 2020,3,207,Exchange Student-Technische Universität München-Universidad de los Andes-Outgoing,Rejected,8616,Technische Universität München (TUM),"4,09"
Second Semester 2021,1,349,Exchange Student-Université Claude Bernard Lyon 1-School of Engineering-Outgoing,Rejected,15368,Université Claude Bernard Lyon 1,"3,78"
Second Semester 2021,2,1028,Exchange Student-ISA Lille-School of Engineering-Outgoing,Selected,15368,Institut Supérieur d'Agriculture de Lille,"3,78"
Second Semester 2021,3,1024,Exchange Student-Technische Universiteit Eindhoven-Department of Industrial Engineering-Outgoing,Rejected,15368,Technische Universiteit Eindhoven,"3,78"
Second Semester 2018,1,1277,CINDA-Universidad de los Andes-Outgoing,Pending,2882,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"3,88"
Second Semester 2018,1,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Rejected,2567,University of Melbourne,"4,27"
Second Semester 2018,2,23,Exchange Student Undergraduate-Australian National University-Universidad de los Andes-Outgoing,Rejected,2567,Australian National University,"4,27"
Second Semester 2018,3,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Selected,2567,Københavns Universitet,"4,27"
Second Semester 2019,1,865,Exchange Student-Université de Montpellier-Universidad de los Andes-Outgoing,Pending,7782,Université de Montpellier,"4,12"
Second Semester 2019,2,771,Exchange Student Undergraduate-Université de Pau et des Pays de l'Adour-School of Engineering-Outgoing,Rejected,7782,Université de Pau et des Pays de l'Adour,"4,12"
Second Semester 2019,3,740,Exchange Student-Université de Neuchâtel-Universidad de los Andes-Outgoing,Rejected,7782,Université de Neuchâtel,"4,12"
Inter-semester 2019,1,,,Pending,8167,Cornell University,"4,16"
Second Semester 2022,1,42,Exchange Student-Center for Transnational Legal Studies-School of Law-Outgoing,Rejected,19236,Georgetown University,"3,92"
Second Semester 2022,2,1000,Exchange Student-IE University MADRID-School of Law-Outgoing,Rejected,19236,IE Universidad,"3,92"
Second Semester 2022,3,2089,Exchange Student - Universita degli Studi di Bologna-Universidad de los Andes-Outgoing,Rejected,19236,Università degli Studi di Bologna 'Alma Mater Studiorum',"3,92"
Second Semester 2022,1,,,Rejected,19348,,"3,92"
Second Semester 2021,1,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,15118,Maastricht University,"3,53"
Second Semester 2021,2,16,Exchange Student-Audencia Nantes-School of Management-Outgoing,Rejected,15118,Audencia Business School,"3,53"
Second Semester 2021,3,1496,Exchange Student-EDHEC Business School-School of Management - Outgoing,Rejected,15118,EDHEC Business School,"3,53"
Second Semester 2019,1,1266,"Exchange Student - Wesleyan University - Schools: Social Sciences, Arts & Humanities - Outgoing",Pending,8135,"Wesleyan University, Middletown",
Second Semester 2022,1,4434,Exchange Student-Universidad Antonio de Nebrija-School of Architecture and Design-Outgoing,Rejected,19113,Universidad Antonio de Nebrija,"4,03"
Second Semester 2022,2,3135,Exchange Student-Universidad de Granada-Universidad de los Andes-Outgoing,Rejected,19113,Universidad de Granada,"4,03"
Second Semester 2022,3,4008,SMILE - Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)-School of Architecture and Design-Outgoing,Selected,19113,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"4,03"
First Semester 2022,1,2170,Student Exchange-L'institute d'Études Politiques de Paris Sciences Po-Campus Reims-School of Government Alberto Lleras Camargo-Outgoing,Selected,16344,Institut d'Etudes Politiques de Paris,"4,38"
First Semester 2022,2,2089,Exchange Student - Universita degli Studi di Bologna-Universidad de los Andes-Outgoing,Rejected,16344,Università degli Studi di Bologna 'Alma Mater Studiorum',"4,38"
Inter-semester 2019,1,,,Pending,8189,Cornell University,"4,06"
First Semester 2020,1,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Selected,8543,Maastricht University,"3,87"
First Semester 2020,2,395,Exchange Student-University of Bristol-Universidad de los Andes-Outgoing,Rejected,8543,University of Bristol,"3,87"
First Semester 2020,3,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Rejected,8543,Universidade Nova de Lisboa,"3,87"
Second Semester 2018,1,62,Exchange Student Undergraduate-ESSEC Business School-School of Management-Outgoing,Selected,2403,ESSEC Business School,"4,35"
Second Semester 2018,1,1097,Double Degree Master-Tulane University-School of Management-Outgoing,Pending,2654,Tulane University,
Second Semester 2018,2,564,Exchange Student-KEDGE BS-Bourdeaux-School of Management-Outgoing,Rejected,2403,Universidad de Investigación de Tecnología Experimental YACHAY,"4,35"
Second Semester 2018,3,938,Exchange Student-Lehigh University-School of Management-Outgoing,Rejected,2403,Lehigh University,"4,35"
First Semester 2019,1,462,Exchange Student-Zeppelin University-Universidad de los Andes-Outgoing,Selected,3707,Zeppelin Universität,"4,10"
First Semester 2019,2,96,Exchange Student-Institut d'Études Politiques de Lille-Sciences Po Lille-Universidad de los Andes-Outgoing,Rejected,3707,Institut d\'Etudes Politiques,"4,10"
First Semester 2019,3,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Rejected,3707,Københavns Universitet,"4,10"
Inter-semester 2020,1,2468,SURF-Pontificia Universidade Católica do Rio Grande do Sul (PUCRS)-Universidad de los Andes-Outgoing,Selected,12599,Pontificia Universidade Católica do Rio Grande do Sul (PUCRS),"4,00"
Second Semester 2022,1,342,Exchange Student-Universitat Politècnica de València-School of Engineering-Outgoing,Pending,18578,Universitat Politècnica de València,"3,79"
Second Semester 2022,2,1011,SMILE Exchange-Universidad Politécnica de Madrid-ETSI-Systems and Computing Engineering-Outgoing,Pending,18578,Universidad Politécnica de Madrid,"3,79"
Second Semester 2022,3,2432,CINDA-Universitat Politècnica de Catalunya-Uniandes de los Andes-Outgoing,Pending,18578,Universitat Politècnica de Catalunya,"3,79"
Second Semester 2019,1,1880,Exchange Student-Líderes del mañana-TEC MONTERREY-Universidad de los Andes-Outgoing,Pending,10416,,"4,05"
First Semester 2021,1,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Rejected,13521,University of Melbourne,"4,31"
First Semester 2021,2,207,Exchange Student-Technische Universität München-Universidad de los Andes-Outgoing,Rejected,13521,Technische Universität München (TUM),"4,31"
First Semester 2021,1,762,SMILE Exchange Student-Universidade do Porto-School of Engineering-Outgoing,Selected,13521,Universidade do Porto,"4,31"
First Semester 2021,2,207,Exchange Student-Technische Universität München-Universidad de los Andes-Outgoing,Rejected,13521,Technische Universität München (TUM),"4,31"
Inter-semester 2018,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,2767,Cornell University,"4,37"
First Semester 2022,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,16314,University College London,"4,23"
First Semester 2022,2,395,Exchange Student-University of Bristol-Universidad de los Andes-Outgoing,Rejected,16314,University of Bristol,"4,23"
First Semester 2022,3,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Selected,16314,McGill University,"4,23"
Second Semester 2022,1,2208,Exchange Student-Institut d'Etudes Politiques de Paris-Campus Paris-School of Law Outgoing,Rejected,18731,Institut d'Etudes Politiques de Paris,"4,38"
Second Semester 2022,2,996,Exchange Student-Tilburg University-School of Law-Outgoing,Selected,18731,Tilburg University,"4,38"
Second Semester 2022,3,1013,Exchange Student-Université Paris Dauphine-Universidad de los Andes-Outgoing,Rejected,18731,Université Paris-Dauphine,"4,38"
First Semester 2019,1,23,Exchange Student Undergraduate-Australian National University-Universidad de los Andes-Outgoing,Selected,3601,Australian National University,"4,22"
First Semester 2019,2,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Rejected,3601,Universidade Nova de Lisboa,"4,22"
First Semester 2019,3,274,Exchange Student-Universidad de Santiago de Compostela-Universidad de los Andes-Outgoing,Rejected,3601,Universidad de Santiago de Compostela,"4,22"
Second Semester 2021,1,3064,Exchange student-Aalto-Yliopisto University-School of Architecture and Design-Outgoing,Rejected,15299,Aalto-yliopisto,"4,11"
Second Semester 2021,2,830,"Exchange Student-Northumbria University, Newcastle-Universidad de los Andes-Outgoing",Rejected,15299,"Northumbria University, Newcastle","4,11"
Second Semester 2021,3,744,Exchange Student-Götegorgs Universitet-HDK School of Design and Crafts-School of Architecture and Design-Outgoing,Selected,15299,University of Gothenburg,"4,11"
First Semester 2022,1,156,Exchange Student-Politecnico di Milano-Department of Design-Outgoing,Rejected,16358,Politecnico di Milano,"4,35"
First Semester 2022,2,1839,Exchange Student Undergraduate-Haute Ecole des Arts du Rhin (HEAR)-School of Arts and Humanities-Outgoing,Rejected,16358,Haute Ecole des Arts du Rhin,"4,35"
First Semester 2022,3,830,"Exchange Student-Northumbria University, Newcastle-Universidad de los Andes-Outgoing",Selected,16358,"Northumbria University, Newcastle","4,35"
First Semester 2023,1,639,Exchange Student-École de Communication Visuelle-Department of Design-Outgoing,Pending,20051,École de Communication Visuelle Paris,"4,44"
Inter-semester 2022,1,1023,SURF-Purdue University-Universidad de los Andes-Outgoing,Selected,19756,Purdue University,"4,36"
First Semester 2022,1,2488,CINDA-Universidad de Málaga-Uniandes de los Andes-Outgoing,Rejected,16231,Universidad de Málaga,"4,15"
First Semester 2022,2,2483,CINDA-Pontificia Universidad Católica de Chile-Universidad de los Andes-Outgoing,Rejected,16231,Pontificia Universidad Católica de Chile,"4,15"
First Semester 2022,3,1519,Exchange Student-Universidad de Alicante-Universidad de los Andes-Outgoing,Rejected,16231,Universidad de Alicante,"4,15"
Second Semester 2022,1,2488,CINDA-Universidad de Málaga-Uniandes de los Andes-Outgoing,Rejected,19046,Universidad de Málaga,"4,17"
Second Semester 2022,2,4508,CINDA-Universidad de Cantabria-Uniandes de los Andes-Outgoing,Rejected,19046,Universidad de Cantabria,"4,17"
Second Semester 2022,3,1519,Exchange Student-Universidad de Alicante-Universidad de los Andes-Outgoing,Rejected,19046,Universidad de Alicante,"4,17"
Second Semester 2020,1,1381,Exchange Student-University of New South Wales-Universidad de los Andes-Outgoing,Rejected,11614,University of New South Wales,"3,85"
Second Semester 2020,2,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Rejected,11614,University of Melbourne,"3,85"
Second Semester 2020,3,1353,Exchange Student-The University of Auckland-Universidad de los Andes -Outgoing,Rejected,11614,The University of Auckland,"3,85"
Second Semester 2019,1,89,Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,Selected,11614,Høgskolen i Oslo og Akershus - Oslo metropolitan University,"3,85"
Second Semester 2019,2,1759,Exchange Student-Chung-Ang University-Universidad de los Andes - Outgoing,Rejected,11614,Chung-Ang University,"3,85"
Second Semester 2019,1,541,Exchange Student Undergraduate-Universität Mannheim-School of Social Sciences-Outgoing,Selected,7697,Universität Mannheim,"4,24"
First Semester 2019,1,623,Exchange Student Undergraduate-Ecole Nationale Supérieure d'Architecture de Grenoble-School of Architecture and Design-Outgoing,Selected,3649,Ecole Nationale Supérieure d'Architecture de Grenoble,"4,60"
First Semester 2019,2,153,Exchange Student-Politecnico di Milano-Department of Architecture-Outgoing,Rejected,3649,Politecnico di Milano,"4,60"
First Semester 2019,3,1008,SMILE Exchange-Universidad Politécnica de Madrid-ETS-Architecture Department-Outgoing,Rejected,3649,Universidad Politécnica de Madrid,"4,60"
First Semester 2019,1,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,3542,Maastricht University,"4,07"
First Semester 2019,2,1305,Exchange Student-Università Commerciale 'Luigi Bocconi' di Milano-School of Management-Outgoing,Rejected,3542,Università Commerciale 'Luigi Bocconi' di Milano,"4,07"
First Semester 2019,3,211,Exchange Student Undergraduate-Toulouse Business School-School of Management-Outgoing,Selected,3542,TOULOUSE BUSINESS SCHOOL,"4,07"
Second Semester 2018,1,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Rejected,2576,McGill University,"4,36"
Second Semester 2018,2,188,Exchange Student-Purdue University-Universidad de los Andes-Outgoing,Rejected,2576,Purdue University,"4,36"
Second Semester 2018,3,199,Exchange Student-Seoul National University-Universidad de los Andes-Outgoing,Selected,2576,Seoul National University,"4,36"
Inter-semester 2019,1,,,Pending,8159,Cornell University,"4,36"
First Semester 2022,1,2595,Exchange Master Student-Université de Montpellier-Universidad de los Andes-Outgoing,Selected,16964,Université de Montpellier,"4,75"
First Semester 2022,2,2202,Exchange Student Master-Université Sorbonne Nouvelle Paris 3-School of Arts and Humanities-Outgoing,Rejected,16964,Université Sorbonne Nouvelle Paris 3,"4,75"
