Name,Direction,Level,Degree programme,External institutions,Internal institutions,Internal institution short name,Active
SURF-Institut National des Sciences Appliquées de Lyon-AMPÈRE-Universidad de los Andes-Outgoing,Outgoing,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc,Institut National des Sciences Appliquées de Lyon,"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, CEDE, Center for Journalism Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Design Department, Electrical and Electronic Engineering Department, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Humanities and Literature Department, Industrial Engineering Department, Interdisciplinary Center for Studies of Development (CIDER), International Studies Center, Languages and Culture Department, Mathematics Department, Mechanical Engineering Department, Music Department, Philosophy Department, Physics Department, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Medicine, School of Sciences, School of Social Sciences, Systems Engineering and Computing Sciences Department, Universidad de Los Andes","IBIO, CEDE, CEPER, CESED, IQUIM, ICYA, CODS, IELE, , IIND, CIDER, CEI, IMEC, ISIS",Yes
SURF-Institut National des Sciences Appliquées de Lyon-CREATIS-Universidad de los Andes-Outgoing,Outgoing,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Other Bsc,Institut National des Sciences Appliquées de Lyon,"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, Campus Management, Careers Center, CEDE, Center for Journalism Studies, Center for Orinoquia Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Conecta-TE, Confucius Institute, Continuing Education Direction, CSC - Shared Service Center, Cultural Center, Dean of Students Office, Design Department, Direction of Admissions and Registration, Direction of Information and Technology Services, Electrical and Electronic Engineering Department, Ethics Center, Finance Direction, Fondo de Profesores y Empleados de la Universidad de los Andes, General Secretary, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Human Resources, Humanities and Literature Department, Industrial Engineering Department, Iniciativa de Sistemas Agroalimentarios, Interdisciplinary Center for Studies of Development (CIDER), Internal Audit, International Studies Center, Japan Center, Languages and Culture Department, Legal Affairs Direction, Library System, Mathematics Department, Mechanical Engineering Department, Music Department, Office of International Affairs, Philosophy Department, Physics Department, Planning Direction, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Management - Executive Education, School of Management - International Affairs, School of Medicine, School of Sciences, School of Social Sciences, Spanish Language Center, Systems Engineering and Computing Sciences Department, UNIANDES - Administrative Units, Universidad de Los Andes, Vice Presidency for Academic Affairs, Vice Presidency for Administration and Finance, Vice Presidency for Development and Alumni, Vice Presidency of Research and Creation","IBIO, CTP, CEDE, CEPER, CEO, CESED, IQUIM, ICYA, CODS, EDCO, CSC, DECA, DSIT, IELE, , GHDO, IIND, CIDER, CEI, IMEC, ISIS",Yes
SURF-Institut National des Sciences Appliquées de Lyon-DISP-Universidad de los Andes-Outgoing,Outgoing,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Other Bsc,Institut National des Sciences Appliquées de Lyon,"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, Campus Management, Careers Center, CEDE, Center for Journalism Studies, Center for Orinoquia Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Conecta-TE, Confucius Institute, Continuing Education Direction, CSC - Shared Service Center, Cultural Center, Dean of Students Office, Design Department, Direction of Admissions and Registration, Direction of Information and Technology Services, Electrical and Electronic Engineering Department, Ethics Center, Finance Direction, Fondo de Profesores y Empleados de la Universidad de los Andes, General Secretary, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Human Resources, Humanities and Literature Department, Industrial Engineering Department, Iniciativa de Sistemas Agroalimentarios, Interdisciplinary Center for Studies of Development (CIDER), Internal Audit, International Studies Center, Japan Center, Languages and Culture Department, Legal Affairs Direction, Library System, Mathematics Department, Mechanical Engineering Department, Music Department, Office of International Affairs, Philosophy Department, Physics Department, Planning Direction, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Management - Executive Education, School of Management - International Affairs, School of Medicine, School of Sciences, School of Social Sciences, Spanish Language Center, Systems Engineering and Computing Sciences Department, UNIANDES - Administrative Units, Universidad de Los Andes, Vice Presidency for Academic Affairs, Vice Presidency for Administration and Finance, Vice Presidency for Development and Alumni, Vice Presidency of Research and Creation","IBIO, CTP, CEDE, CEPER, CEO, CESED, IQUIM, ICYA, CODS, EDCO, CSC, DECA, DSIT, IELE, , GHDO, IIND, CIDER, CEI, IMEC, ISIS",Yes
SURF-Institut National des Sciences Appliquées de Lyon-Geomas-Universidad de los Andes-Outgoing,Outgoing,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc,Institut National des Sciences Appliquées de Lyon,"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, CEDE, Center for Journalism Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Design Department, Electrical and Electronic Engineering Department, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Humanities and Literature Department, Industrial Engineering Department, Interdisciplinary Center for Studies of Development (CIDER), International Studies Center, Languages and Culture Department, Mathematics Department, Mechanical Engineering Department, Music Department, Philosophy Department, Physics Department, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Medicine, School of Sciences, School of Social Sciences, Systems Engineering and Computing Sciences Department, Universidad de Los Andes","IBIO, CEDE, CEPER, CESED, IQUIM, ICYA, CODS, IELE, , IIND, CIDER, CEI, IMEC, ISIS",Yes
SURF-Institut National des Sciences Appliquées de Lyon-LaMCoS-Universidad de los Andes-Outgoing,Outgoing,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc,Institut National des Sciences Appliquées de Lyon,"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, CEDE, Center for Journalism Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Design Department, Electrical and Electronic Engineering Department, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Humanities and Literature Department, Industrial Engineering Department, Interdisciplinary Center for Studies of Development (CIDER), International Studies Center, Languages and Culture Department, Mathematics Department, Mechanical Engineering Department, Music Department, Philosophy Department, Physics Department, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Medicine, School of Sciences, School of Social Sciences, Systems Engineering and Computing Sciences Department, Universidad de Los Andes","IBIO, CEDE, CEPER, CESED, IQUIM, ICYA, CODS, IELE, , IIND, CIDER, CEI, IMEC, ISIS",Yes
SURF-Institut National des Sciences Appliquées de Lyon-LGEF-Universidad de los Andes-Outgoing,Outgoing,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc|| Food Engineering|| Education Bsc / Spanish and Philology|| Education Bsc / Philosophy,Institut National des Sciences Appliquées de Lyon,"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, Campus Management, Careers Center, CEDE, Center for Journalism Studies, Center for Orinoquia Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Conecta-TE, Confucius Institute, Continuing Education Direction, CSC - Shared Service Center, Cultural Center, Dean of Students Office, Design Department, Direction of Admissions and Registration, Direction of Information and Technology Services, Electrical and Electronic Engineering Department, Ethics Center, Finance Direction, Fondo de Profesores y Empleados de la Universidad de los Andes, General Secretary, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Human Resources, Humanities and Literature Department, Industrial Engineering Department, Iniciativa de Sistemas Agroalimentarios, Interdisciplinary Center for Studies of Development (CIDER), Internal Audit, International Studies Center, Japan Center, Languages and Culture Department, Legal Affairs Direction, Library System, Mathematics Department, Mechanical Engineering Department, Music Department, Office of International Affairs, Philosophy Department, Physics Department, Planning Direction, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Management - Executive Education, School of Management - International Affairs, School of Medicine, School of Sciences, School of Social Sciences, Spanish Language Center, Systems Engineering and Computing Sciences Department, UNIANDES - Administrative Units, Universidad de Los Andes, Vice Presidency for Academic Affairs, Vice Presidency for Administration and Finance, Vice Presidency for Development and Alumni, Vice Presidency of Research and Creation","IBIO, CTP, CEDE, CEPER, CEO, CESED, IQUIM, ICYA, CODS, EDCO, CSC, DECA, DSIT, IELE, , GHDO, IIND, CIDER, CEI, IMEC, ISIS",Yes
SURF-Institut National des Sciences Appliquées de Lyon-LMFA-Universidad de los Andes-Outgoing,Outgoing,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc,Institut National des Sciences Appliquées de Lyon,"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, CEDE, Center for Journalism Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Design Department, Electrical and Electronic Engineering Department, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Humanities and Literature Department, Industrial Engineering Department, Interdisciplinary Center for Studies of Development (CIDER), International Studies Center, Languages and Culture Department, Mathematics Department, Mechanical Engineering Department, Music Department, Philosophy Department, Physics Department, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Medicine, School of Sciences, School of Social Sciences, Systems Engineering and Computing Sciences Department, Universidad de Los Andes","IBIO, CEDE, CEPER, CESED, IQUIM, ICYA, CODS, IELE, , IIND, CIDER, CEI, IMEC, ISIS",Yes
SURF-North Carolina State University-Universidad de los Andes-Outgoing,Outgoing,Undergraduate / Bachelor,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc,North Carolina State University,"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, Campus Management, Careers Center, CEDE, Center for Journalism Studies, Center for Orinoquia Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Conecta-TE, CSC - Shared Service Center, Cultural Center, Dean of Students Office, Design Department, Direction of Admissions and Registration, Direction of Information and Technology Services, Electrical and Electronic Engineering Department, Ethics Center, Finance Direction, Fondo de Profesores y Empleados de la Universidad de los Andes, General Secretary, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Human Resources, Humanities and Literature Department, Industrial Engineering Department, Interdisciplinary Center for Studies of Development (CIDER), Internal Audit, International Studies Center, Languages and Culture Department, Legal Affairs Direction, Library System, Mathematics Department, Mechanical Engineering Department, Music Department, Philosophy Department, Physics Department, Planning Direction, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Management - Executive Education, School of Management - International Affairs, School of Medicine, School of Sciences, School of Social Sciences, Spanish Language Center, Systems Engineering and Computing Sciences Department, UNIANDES - Administrative Units, Universidad de Los Andes, Vice Presidency for Academic Affairs, Vice Presidency for Administration and Finance","IBIO, CTP, CEDE, CEPER, CEO, CESED, IQUIM, ICYA, CODS, CSC, DECA, DSIT, IELE, , GHDO, IIND, CIDER, CEI, IMEC, ISIS",Yes
SURF-North Dakota State University-School of Engineering-Outgoing,Outgoing,Undergraduate / Bachelor,Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Industrial Engineering Bsc|| Mechanical Engineering Bsc|| Systems and Computing Engineering Bsc|| Food Engineering,North Dakota State University,"Biomedical Engineering Department, Chemical Engineering Department, Civil and Environmental Engineering Department, Electrical and Electronic Engineering Department, Industrial Engineering Department, Mechanical Engineering Department, School of Engineering, Systems Engineering and Computing Sciences Department, Universidad de Los Andes","IBIO, IQUIM, ICYA, IELE, IIND, IMEC, , ISIS",Yes
SURF-Pontificia Universidade Católica do Rio Grande do Sul (PUCRS)-Universidad de los Andes-Outgoing,Outgoing,,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Medicine|| Systems and Computing Engineering Bsc|| Digital Narrative Bsc,Pontificia Universidade Católica do Rio Grande do Sul (PUCRS),"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, Campus Management, Careers Center, CEDE, Center for Journalism Studies, Center for Orinoquia Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Conecta-TE, Confucius Institute, Continuing Education Direction, CSC - Shared Service Center, Cultural Center, Dean of Students Office, Design Department, Direction of Admissions and Registration, Direction of Information and Technology Services, Electrical and Electronic Engineering Department, Ethics Center, Finance Direction, Fondo de Profesores y Empleados de la Universidad de los Andes, General Secretary, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Human Resources, Humanities and Literature Department, Industrial Engineering Department, Iniciativa de Sistemas Agroalimentarios, Interdisciplinary Center for Studies of Development (CIDER), Internal Audit, International Studies Center, Japan Center, Languages and Culture Department, Legal Affairs Direction, Library System, Mathematics Department, Mechanical Engineering Department, Music Department, Office of International Affairs, Philosophy Department, Physics Department, Planning Direction, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Management - Executive Education, School of Management - International Affairs, School of Medicine, School of Sciences, School of Social Sciences, Spanish Language Center, Systems Engineering and Computing Sciences Department, UNIANDES - Administrative Units, Universidad de Los Andes, Vice Presidency for Academic Affairs, Vice Presidency for Administration and Finance, Vice Presidency for Development and Alumni, Vice Presidency of Research and Creation","IBIO, CTP, CEDE, CEPER, CEO, CESED, IQUIM, ICYA, CODS, EDCO, CSC, DECA, DSIT, IELE, , GHDO, IIND, CIDER, CEI, IMEC, ISIS",Yes
SURF-Purdue University-Universidad de los Andes-Outgoing,Outgoing,,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Chemistry Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc,Purdue University,"Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, Campus Management, Careers Center, CEDE, Center for Journalism Studies, Center for Orinoquia Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Conecta-TE, Confucius Institute, Continuing Education Direction, CSC - Shared Service Center, Cultural Center, Dean of Students Office, Design Department, Direction of Admissions and Registration, Direction of Information and Technology Services, Electrical and Electronic Engineering Department, Ethics Center, Finance Direction, Fondo de Profesores y Empleados de la Universidad de los Andes, General Secretary, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Human Resources, Humanities and Literature Department, Industrial Engineering Department, Iniciativa de Sistemas Agroalimentarios, Interdisciplinary Center for Studies of Development (CIDER), Internal Audit, International Studies Center, Japan Center, Languages and Culture Department, Legal Affairs Direction, Library System, Mathematics Department, Mechanical Engineering Department, Music Department, Office of International Affairs, Philosophy Department, Physics Department, Planning Direction, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Management - Executive Education, School of Management - International Affairs, School of Medicine, School of Sciences, School of Social Sciences, Spanish Language Center, Systems Engineering and Computing Sciences Department, UNIANDES - Administrative Units, Universidad de Los Andes, Vice Presidency for Academic Affairs, Vice Presidency for Administration and Finance, Vice Presidency for Development and Alumni, Vice Presidency of Research and Creation","IBIO, CTP, CEDE, CEPER, CEO, CESED, IQUIM, ICYA, CODS, EDCO, CSC, DECA, DSIT, IELE, , GHDO, IIND, CIDER, CEI, IMEC, ISIS",Yes
SURF-TEC de Monterrey-Universidad de los Andes-Outgoing,Outgoing,,Anthropology Bsc|| Architecture Bsc|| Art History Bsc|| Arts Bsc|| Biology Bsc|| Microbiology Bsc|| Biomedical Engineering Bsc|| Chemical Engineering Bsc|| Civil Engineering Bsc|| Environmental Engineering Bsc|| Design Bsc|| Electrical Engineering Bsc|| Electronic Engineering Bsc|| Geosciences Bsc|| Government and Public Policy Bsc|| History Bsc|| Literature Bsc|| Industrial Engineering Bsc|| Languages and Culture Bsc|| Mathematics Bsc|| Mechanical Engineering Bsc|| Music Bsc|| Philosophy Bsc|| Physics Bsc|| Political Science Bsc|| Psychology Bsc|| Economics Bsc|| Education Bsc / Arts|| Education Bsc / Early Childhood|| Education Bsc / Humanities|| Education Bsc / Mathematics|| Education Bsc / Biology|| Education Bsc / History|| Law Bsc|| Administration Bsc|| International Accounting Bsc|| Systems and Computing Engineering Bsc,"Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM), Instituto Tecnológico y de Estudios Superiores de Monterrey, Campus Guadalajara","Anthropology Department, Architecture Department, Art Department, Art History Department, Biological Sciences Department, Biomedical Engineering Department, Campus Management, Careers Center, CEDE, Center for Journalism Studies, Center for Orinoquia Studies, Centro de Estudios sobre Seguridad y Drogas - CESED, Chemical Engineering Department, Chemistry Department, Civil and Environmental Engineering Department, CODS - Centro de Desarrollo Sostenible para América Latina, Conecta-TE, Confucius Institute, Continuing Education Direction, CSC - Shared Service Center, Cultural Center, Dean of Students Office, Design Department, Direction of Admissions and Registration, Direction of Information and Technology Services, Electrical and Electronic Engineering Department, Ethics Center, Finance Direction, Fondo de Profesores y Empleados de la Universidad de los Andes, General Secretary, Geosciences Department, Government School Alberto Lleras Camargo, History Department, Human Resources, Humanities and Literature Department, Industrial Engineering Department, Iniciativa de Sistemas Agroalimentarios, Interdisciplinary Center for Studies of Development (CIDER), Internal Audit, International Studies Center, Japan Center, Languages and Culture Department, Legal Affairs Direction, Library System, Mathematics Department, Mechanical Engineering Department, Music Department, Office of International Affairs, Philosophy Department, Physics Department, Planning Direction, Political Sciences Department, Psychology Department, School of Architecture and Design, School of Arts and Humanities, School of Economics, School of Education, School of Engineering, School of Law, School of Management, School of Management - Executive Education, School of Management - International Affairs, School of Medicine, School of Sciences, School of Social Sciences, Spanish Language Center, Systems Engineering and Computing Sciences Department, UNIANDES - Administrative Units, Universidad de Los Andes, Vice Presidency for Academic Affairs, Vice Presidency for Administration and Finance, Vice Presidency for Development and Alumni, Vice Presidency of Research and Creation","IBIO, CTP, CEDE, CEPER, CEO, CESED, IQUIM, ICYA, CODS, EDCO, CSC, DECA, DSIT, IELE, , GHDO, IIND, CIDER, CEI, IMEC, ISIS",Yes
