Institution: ID,Country,Region 1,Region 2,Continent,City,Name,Institution type,Official Language,Language requirement 1,Language cerf score 1,Language requirement 2,Language cerf score 2,Language requirement 3,Language cerf score 3,Minimum GPA/4
574,United States,Northern America,,North America,Rochester,Mayo Medical School (Mayo Clinic College of Medicine),Partner University,English,,,,,,,"2,6"
1835,United States,Northern America,,North America,,MCA Business School,partner university,English,,,,,,,"2,6"
1360,United Kingdom,Northern Europe,,Europe,Londres,McDANIEL COLLEGE,partner university,English,,,,,,,"2,6"
115,Canada,Northern America,,North America,Montréal,McGill University,Partner University,"French, English",,,,,,,3
1964,Austria,Western Europe,,Europe,Innsbruck,MCI - Management Center Innsbruck,partner university,German,,,,,,,"2,6"
1162,Canada,Northern America,,North America,Hamilton,McMaster University,partner university,"French, English",,,,,,,"2,6"
1000,United States,Northern America,,North America,Augusta,Medical College of Georgia,partner university,English,,,,,,,"2,6"
1080,United States,Northern America,,North America,Milwaukee,Medical College of Wisconsin,partner university,English,,,,,,,"2,6"
1161,United States,Northern America,,North America,Charleston,Medical University of South Carolina,partner university,English,,,,,,,"2,6"
1007,Germany,Western Europe,,Europe,Hannover,Medizinische Hochschule Hannover,partner university,German,,,,,,,"2,6"
1801,Austria,Western Europe,,Europe,Graz,Medizinische Universität Graz,partner university,German,,,,,,,"2,6"
1786,Austria,Western Europe,,Europe,Wien,Medizinische Universität Wien,partner university,German,,,,,,,"2,6"
1600,Japan,Eastern Asia,,Asia,Tokyo,Meiji University,Non Partner University - Potential,Japanese,,,,,,,"2,6"
1079,Canada,Northern America,,North America,St. John's,Memorial University of Newfoundland,Partner University,"French, English",English,B1,,,,,"2,5"
2811,United States,Northern America,,North America,Red Hook,Michael Galipeau Consulting,Partner Company,English,,,,,,,
998,United States,Northern America,,North America,East Lansing,Michigan State University,partner university,English,,,,,,,"2,6"
1160,United States,Northern America,,North America,Murfreesboro,Middle Tennessee State University,partner university,English,,,,,,,"2,6"
575,United States,Northern America,,North America,Middlebury,Middlebury College,partner university,English,,,,,,,"2,6"
1601,United Kingdom,Northern Europe,,Europe,London,Middlesex University,partner university,English,,,,,,,"2,6"
1159,Japan,Eastern Asia,,Asia,Tsu,Mie University,partner university,Japanese,,,,,,,"2,6"
1602,Taiwan,Eastern Asia,,Asia,Taipei,Ming Chuan University,partner university,Standard Chinese,,,,,,,"2,6"
2329,Colombia,South America,Latin America and the Caribbean,South America,Bogota,Ministerio de Ciencia Tecnología e Innovación,Government,Spanish,,,,,,,
176,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Ministerio de Cultura,Government,Spanish,,,,,,,
177,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Ministerio de Defensa,Government,Spanish,,,,,,,
2889,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Ministerio de Defensa Nacional- Ejército Nacional,Government,Spanish,,,,,,,
426,Peru,South America,Latin America and the Caribbean,South America,Lima,Ministerio de Educación del Perú,Partner University,"Spanish, Aymara language, Quechuan languages",,,,,,,"2,6"
1856,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Ministerio de Minas y Energía,Government,Spanish,,,,,,,
178,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Ministerio de Relaciones Exteriores,Government,Spanish,,,,,,,
1425,Chile,South America,Latin America and the Caribbean,South America,,"Ministerio de Relaciones Exteriores, Chile","Government, partner university",Spanish,,,,,,,"2,6"
2919,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Ministerio de Salud y Protección Social,Government,Spanish,,,,,,,
1905,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Ministerio de Transporte,Government,Spanish,,,,,,,
1443,Finland,Northern Europe,,Europe,Helsinki,Ministry for Foreign Affairs of Finland,Government,"Swedish, Finnish",,,,,,,
2076,"Korea, Republic of",Eastern Asia,,Asia,Seoul,Ministry of Education,Government,Korean,,,,,,,
1472,Japan,Eastern Asia,,Asia,Tokyo,Ministry of Foreign Affairs,Government,Japanese,,,,,,,
1326,Denmark,Northern Europe,,Europe,Copenhagen,Ministry Of Higher Education and Science,Government,Danish,,,,,,,
1371,New Zealand,Australia and New Zealand,,Oceania,Auckland,MinterEllisonRuddWatts,Non Partner Company,"English, Māori language",,,,,,,
1331,United States,Northern America,,North America,California,Mira Costa College,Non Partner Company,English,,,,,,,
727,United States,Northern America,,North America,Starkville,Mississippi State University,"GE3, partner university",English,,,,,,,"2,6"
576,United States,Northern America,,North America,St. Louis,"MISSOURI BOTANICAL GARDEN , ST. LOUIS",NGO,English,,,,,,,
729,United States,Northern America,,North America,Rolla,Missouri University of Science and Technology,"GE3, partner university",English,,,,,,,"2,6"
2455,Canada,Northern America,,North America,Vancouver,Mitacs,"Consortium, Funding Agency, Government","French, English",,,,,,,
1157,Australia,Australia and New Zealand,,Oceania,Melbourne,Monash University,partner university,English,,,,,,,"2,6"
2555,Spain,Southern Europe,,Europe,Mondragón,Mondragon Unibertsitatea,Non Partner University - Potential,Spanish,,,,,,,"2,6"
577,United States,Northern America,,North America,Rochester,Monroe Community College,partner university,English,,,,,,,"2,6"
578,United States,Northern America,,North America,Bozeman,Montana State University - Bozeman,partner university,English,,,,,,,"2,6"
2056,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Montessori British School,High school,Spanish,,,,,,,
1792,Russian Federation,Eastern Europe,,Europe,Moscow,Moscow Institute of Physics and Technology (MIPT),partner university,Russian,,,,,,,"2,6"
579,United States,Northern America,,North America,South Hadley,Mount Holyoke College,partner university,English,,,,,,,"2,6"
997,United States,Northern America,,North America,New York City,Mount Sinai School of Medicine,partner university,English,,,,,,,"2,6"
1734,Switzerland,Western Europe,,Europe,Solothurn,Movetia,Non Partner Company,"German, French, Italian, Romansh",,,,,,,
1603,Australia,Australia and New Zealand,,Oceania,Murdoch,Murdoch University,partner university,English,,,,,,,"2,6"
2826,Colombia,South America,Latin America and the Caribbean,South America,Medellin,Museo de Antioquia,Research Center,Spanish,,,,,,,
1458,Colombia,South America,Latin America and the Caribbean,South America,,Museo de Arte Moderno de Bogotá,Partner Company,Spanish,,,,,,,
2377,Colombia,South America,Latin America and the Caribbean,South America,Villa de Leyva,Museo El fósil Villa de Leyva,Research Center,Spanish,,,,,,,
1314,Chile,South America,Latin America and the Caribbean,South America,Santiago,Museo Nacional de Bellas Artes,partner university,Spanish,,,,,,,"2,6"
2634,France,Western Europe,,Europe,Paris,Muséum National d'Histoire Naturelle,"Government, Partner Company",French,,,,,,,
1311,United States,Northern America,,North America,Washington,NAFSA,partner university,English,,,,,,,"2,6"
1604,Japan,Eastern Asia,,Asia,Nagaoka,Nagaoka University of Technology,partner university,Japanese,,,,,,,"2,6"
1296,Japan,Eastern Asia,,Asia,Nagasaki,Nagasaki University,partner university,Japanese,,,,,,,"2,6"
1605,Japan,Eastern Asia,,Asia,Nagoya,Nagoya City University,partner university,Japanese,,,,,,,"2,6"
1606,Japan,Eastern Asia,,Asia,Nagoya,Nagoya Institute of Technology,partner university,Japanese,,,,,,,"2,6"
2722,Japan,Eastern Asia,,Asia,Nagoya,Nagoya University,Partner University,Japanese,,,,,,,"2,6"
386,Japan,Eastern Asia,,Asia,Nagoya,Nagoya University of Commerce and Business,Partner University,Japanese,English,B1,,,,,"2,6"
1477,Japan,Eastern Asia,,Asia,Nagoya,Nagoya University of Foreign Studies,partner university,Japanese,,,,,,,"2,6"
1607,China,Eastern Asia,,Asia,Nanjing,Nanjing Agricultural University,partner university,Standard Chinese,,,,,,,"2,6"
1608,China,Eastern Asia,,Asia,Nanjing,Nanjing Medical University,partner university,Standard Chinese,,,,,,,"2,6"
1609,China,Eastern Asia,,Asia,Nanjing,Nanjing Normal University,partner university,Standard Chinese,,,,,,,"2,6"
1155,China,Eastern Asia,,Asia,Nanjing,Nanjing University,partner university,Standard Chinese,,,,,,,"2,6"
138,China,Eastern Asia,,Asia,Tianjin,Nankai University,Partner University,Standard Chinese,English,B1,,,,,"2,6"
720,Singapore,South-eastern Asia,,Asia,Singapore,Nanyang Technological University,"GE3, partner university","Malay, English, Tamil, Standard Chinese, Singapore English, Singaporean Mandarin",,,,,,,"2,6"
387,Japan,Eastern Asia,,Asia,Nagoya,Nanzan University,Partner University,Japanese,English,B2,Japanese,B2,,,"2,6"
1078,Japan,Eastern Asia,,Asia,Ikoma,Nara Institute of Science and Technology,partner university,Japanese,,,,,,,"2,6"
1520,Poland,Eastern Europe,,Europe,Warsaw,NARODOWA AGENCJA WYMIANY AKADEMICKIEJ,Government,Polish,,,,,,,
1866,United States,Northern America,,North America,Washington DC,NASA,Government,English,,,,,,,
1610,Taiwan,Eastern Asia,,Asia,Jhongli,National Central University,partner university,Standard Chinese,,,,,,,"2,6"
1154,Taiwan,Eastern Asia,,Asia,Tainan,National Cheng Kung University,partner university,Standard Chinese,,,,,,,"2,6"
500,Taiwan,Eastern Asia,,Asia,Taipei,National Chengchi University,Partner University,Standard Chinese,English,B2,,,,,"2,6"
501,Taiwan,Eastern Asia,,Asia,Taipei,National Chengchi University - College of Commerce,Partner University,Standard Chinese,English,B2,,,,,"2,6"
1153,Taiwan,Eastern Asia,,Asia,Hsinchu,National Chiao Tung University,partner university,Standard Chinese,,,,,,,"2,6"
1611,Taiwan,Eastern Asia,,Asia,Minhsiung Township,National Chung Cheng University,partner university,Standard Chinese,,,,,,,"2,6"
1612,Taiwan,Eastern Asia,,Asia,Taichung,National Chung Hsing University,partner university,Standard Chinese,,,,,,,"2,6"
2813,United States,Northern America,,North America,Clarksburg,National Coalition for Drug Legalization,Partner Company,English,,,,,,,
2268,Ireland,Northern Europe,,Europe,Dublin,National College of Art and Design,partner university,"Irish, English",,,,,,,"2,6"
2726,Taiwan,Eastern Asia,,Asia,Kaohsiung,National Sun Yat-Sen University (NSYSU),Partner University,Standard Chinese,,,,,,,"2,6"
1613,Taiwan,Eastern Asia,,Asia,Taipei,National Taipei University of Technology,partner university,Standard Chinese,,,,,,,"2,6"
1212,Taiwan,Eastern Asia,,Asia,Taipei,National Taiwan Normal University,partner university,Standard Chinese,,,,,,,"2,6"
1211,Taiwan,Eastern Asia,,Asia,Keelung,National Taiwan Ocean University,partner university,Standard Chinese,,,,,,,"2,6"
1151,Taiwan,Eastern Asia,,Asia,Taipei,National Taiwan University,partner university,Standard Chinese,,,,,,,"2,6"
1210,Taiwan,Eastern Asia,,Asia,Taipei,National Taiwan University of Science and Technology (Taiwan Tech),partner university,Standard Chinese,,,,,,,"2,6"
1231,Taiwan,Eastern Asia,,Asia,Hsinchu,National Tsing Hua University,partner university,Standard Chinese,,,,,,,"2,6"
1614,Pakistan,Southern Asia,,Asia,Islamabad,National University of Sciences and Technology,partner university,"Urdu, English",,,,,,,"2,6"
1150,Singapore,South-eastern Asia,,Asia,Singapore,National University of Singapore,partner university,"Malay, English, Tamil, Standard Chinese, Singapore English, Singaporean Mandarin",,,,,,,"2,6"
1192,Taiwan,Eastern Asia,,Asia,Taipei,National Yang Ming University,partner university,Standard Chinese,,,,,,,"2,6"
2617,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Natura Cosméticos Ltda,Partner Company,Spanish,,,,,,,
1524,United Kingdom,Northern Europe,,Europe,Manchester,NCUK University Consortium,Non Partner Company,English,,,,,,,
277,France,Western Europe,,Europe,Mont-Saint-Aignan,NEOMA Business School,Partner University,French,English,B2,French,B2,,,"2,6"
2860,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,NetGo Colombia SAS,Partner Company,Spanish,,,,,,,
1930,France,Western Europe,,Europe,Paris,Network n+i,NGO,French,,,,,,,
733,United States,Northern America,,North America,Newark,New Jersey Institute of Technology,"GE3, partner university",English,,,,,,,"2,6"
1615,United States,Northern America,,North America,Las Cruces,New Mexico State University,partner university,English,,,,,,,"2,6"
580,United States,Northern America,,North America,New York,New York Botanical Garden,NGO,English,,,,,,,
581,United States,Northern America,,North America,New York City,New York University,partner university,English,,,,,,,"2,6"
1321,New Zealand,Australia and New Zealand,,Oceania,Wellington,New Zealand Education,Government,"English, Māori language",,,,,,,
1374,New Zealand,Australia and New Zealand,,Oceania,Wellington,New Zealand Narional Refugee Youth Council,Non Partner Company,"English, Māori language",,,,,,,
931,United Kingdom,Northern Europe,,Europe,Newcastle-Upon-Tyne,Newcastle University,partner university,English,,,,,,,"2,6"
1348,France,Western Europe,,Europe,Paris,NIBISTERE DE L'AGRICULTURE,Government,French,,,,,,,
1149,Japan,Eastern Asia,,Asia,Niigata,Niigata University,partner university,Japanese,,,,,,,"2,6"
2240,Mexico,Central America,Latin America and the Caribbean,North America,Aguascalientes,Niuko,Non Partner Company,Spanish,,,,,,,
2207,Norway,Northern Europe,,Europe,Bergen,NLA Høgskolen ,partner university,"Norwegian, Bokmål, Nynorsk, Saami, Lule",,,,,,,"2,6"
1518,Estonia,Northern Europe,,Europe,Tallinn,Noordify,Non Partner Company,Estonian,,,,,,,
2917,Norway,Northern Europe,,Europe,Bergen,Norges Handelshøyskole,CEMS,"Norwegian, Bokmål, Nynorsk, Saami, Lule",,,,,,,
422,Norway,Northern Europe,,Europe,Trondheim,Norges Teknisk-Naturvitenskapelige Universitet,Partner University,"Norwegian, Bokmål, Nynorsk, Saami, Lule",English,B2,,,,,"2,6"
1077,United States,Northern America,,North America,Raleigh,North Carolina State University,"partner university, SURF",English,,,,,,,"2,6"
2953,United States,Northern America,,North America,Fargo,North Dakota State University,Partner University,English,,,,,,,"2,6"
1815,United States,Northern America,,North America,Lynn,North Shore Community College,partner university,English,,,,,,,"2,6"
994,United States,Northern America,,North America,Boston,Northeastern University,partner university,English,,,,,,,"2,6"
993,United States,Northern America,,North America,Flagstaff,Northern Arizona University,partner university,English,,,,,,,"2,6"
1968,United States,Northern America,,North America,DeKalb,Northern Illinois University,Partner University,English,,,,,,,"2,6"
1369,United States,Northern America,,North America,Massachusetts,Northfield Mount Hermon,Non Partner Company,English,,,,,,,
511,United Kingdom,Northern Europe,,Europe,Newcastle-Upon-Tyne,"Northumbria University, Newcastle",Partner University,English,English,B1,,,,,"2,6"
1616,China,Eastern Asia,,Asia,Xi'an,Northwestern Polytechnical University,partner university,Standard Chinese,,,,,,,"2,6"
582,United States,Northern America,,North America,Evanston,Northwestern University,partner university,English,,,,,,,"2,6"
1617,United Kingdom,Northern Europe,,Europe,Nottingham,Nottingham Trent University,partner university,English,,,,,,,"2,6"
436,Portugal,Southern Europe,,Europe,Carcavelos,Nova School of Business and Economics,Partner University,Portuguese,English,B2,,,,,"2,6"
1936,United States,Northern America,,North America,Davie,Nova Southeastern University,partner university,English,,,,,,,"2,6"
816,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Novambientti Soluciones Ambientales S.A.S.,Partner Company,Spanish,,,,,,,
3080,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Novartis Pharma Colombia,Non Partner Company,Spanish,,,,,,,
1216,Russian Federation,Eastern Europe,,Europe,Novosibirsk,Novosibirsk State Technical University,partner university,Russian,,,,,,,"2,6"
1215,Russian Federation,Eastern Europe,,Europe,Novosibirsk,Novosibirsk State University,partner university,Russian,,,,,,,"2,6"
2838,United States,Northern America,,North America,"Arecibo, Puerto Rico",NUC University,partner university,English,,,,,,,"2,6"
370,Italy,Southern Europe,,Europe,Milano,Nuova Accademia di Belle Arti (NABA) di Milano,partner university,Italian,,,,,,,"2,6"
2674,United States,Northern America,,North America,New York,NYC Architecture Biennial INC,Partner Company,English,,,,,,,
2464,Netherlands,Western Europe,,Europe,Breukelen,Nyenrode Business Universiteit,partner university,Dutch,,,,,,,"2,6"
2436,India,Southern Asia,,Asia,"Sonipat, Haryana",O.P. Jindal Global University,partner university,"Hindi, English",,,,,,,"2,6"
1618,United States,Northern America,,North America,Rochester,Oakland University,partner university,English,,,,,,,"2,6"
2368,United States,Northern America,,North America,Oberlin,Oberlin College,partner university,English,,,,,,,"2,6"
179,Colombia,South America,Latin America and the Caribbean,South America,Cartagena,Observatorio del Caribe Colombiano,NGO,Spanish,,,,,,,
1619,China,Eastern Asia,,Asia,Qingdao,Ocean University of China,partner university,Standard Chinese,,,,,,,"2,6"
1733,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,OCENSA,Partner Company,Spanish,,,,,,,
1758,China,Eastern Asia,,Asia,Beijing,Office of Chinese Language Council International Hanban,Government,Standard Chinese,,,,,,,
1810,Dominican Republic,Caribbean,Latin America and the Caribbean,North America,Bogota,Oficina de Promoción Turística en Colombia de República Dominicana,Government,Spanish,,,,,,,
992,United States,Northern America,,North America,Columbus,Ohio State University,Partner University,English,,,,,,,"2,6"
983,United States,Northern America,,North America,Athens,Ohio University,partner university,English,,,,,,,"2,6"
358,Greece,Southern Europe,,Europe,Athína,Oikonomiko Panepistimio Athinon (OPA),partner university,Greek,,,,,,,"2,6"
1620,Japan,Eastern Asia,,Asia,Oita,Oita University,partner university,Japanese,,,,,,,"2,6"
1148,Japan,Eastern Asia,,Asia,Okayama,Okayama University,partner university,Japanese,,,,,,,"2,6"
979,United States,Northern America,,North America,Stillwater,Oklahoma State University - Stillwater,partner university,English,,,,,,,"2,6"
1621,United States,Northern America,,North America,Norfolk,Old Dominion University,partner university,English,,,,,,,"2,6"
1206,Ireland,Northern Europe,,Europe,Galway,Ollscoil na Gaillimhe - University of Galway,partner university,"Irish, English",,,,,,,"2,6"
2326,Canada,Northern America,,North America,Toronto,Ontario College of Art & Design,Partner University,"French, English",,,,,,,"2,6"
2570,United States,Northern America,,North America,New York,Open Society,NGO,English,,,,,,,
1245,United States,Northern America,,North America,Costa Mesa,Orange Coast College,partner university,English,,,,,,,"2,6"
978,United States,Northern America,,North America,Portland,Oregon Health & Science University,partner university,English,,,,,,,"2,6"
738,United States,Northern America,,North America,Corvallis,Oregon State University,"GE3, partner university",English,,,,,,,"2,6"
2807,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Organización de las Naciones Unidas para la Alimentación y la Agricultura,"IGO, Non Partner University - Potential",Spanish,,,,,,,"2,6"
2454,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Organización Social Red Somos,NGO,Spanish,,,,,,,
3098,Colombia,South America,Latin America and the Caribbean,South America,Bogotá ,Orquesta Filarmónica de Bogotá,Government,Spanish,,,,,,,
1147,Japan,Eastern Asia,,Asia,Osaka,Osaka City University,partner university,Japanese,,,,,,,"2,6"
1622,Japan,Eastern Asia,,Asia,"Sakai, Osaka",Osaka Prefecture University,partner university,Japanese,,,,,,,"2,6"
1146,Japan,Eastern Asia,,Asia,Osaka,Osaka University,partner university,Japanese,,,,,,,"2,6"
1623,Germany,Western Europe,,Europe,Regensburg,Ostbayerische Technische Hochschule Regensburg,partner university,German,,,,,,,"2,6"
1104,Finland,Northern Europe,,Europe,Oulu,Oulun Yliopisto,partner university,"Swedish, Finnish",,,,,,,"2,6"
1624,United Kingdom,Northern Europe,,Europe,Oxford,Oxford Brookes University,partner university,English,,,,,,,"2,6"
2235,"Korea, Republic of",Eastern Asia,,Asia,Daejeon,Pai Chai University,partner university,Korean,,,,,,,"2,6"
1122,Greece,Southern Europe,,Europe,Rethymno,Panepistimio Kritis,partner university,Greek,,,,,,,"2,6"
2216,Greece,Southern Europe,,Europe,Patras,Panepistimio Patron,"partner university, SGroup",Greek,,,,,,,"2,6"
1625,India,Southern Asia,,Asia,Chandigarh,Panjab University,partner university,"Hindi, English",,,,,,,"2,6"
2748,Myanmar,South-eastern Asia,,Asia,Yangon,Parami University,Non Partner University - Potential,Burmese,,,,,,,"2,6"
1414,France,Western Europe,,Europe,Paris,Paris School of Business,partner university,French,,,,,,,"2,6"
2344,Austria,Western Europe,,Europe,Salzburg,PARIS-LODRON UNIVERSITÄT SALZBURG,partner university,German,,,,,,,"2,6"
278,France,Western Europe,,Europe,Paris,ParisTech,Partner University,French,,,,,,,"2,6"
1320,United States,Northern America,,North America,Washington,Partners of the Americas,Partner Company,English,,,,,,,
3070,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Patrulla Aérea Civil Colombiana,Non Partner Company,Spanish,,,,,,,
2036,Hungary,Eastern Europe,,Europe,Budapest,Pázmány Péter Katolikus Egyetem,partner university,Hungarian,,,,,,,"2,6"
684,Norway,Northern Europe,,Europe,Oslo,Peace Reseaech Institute Oslo (PRIO),Research Center,"Norwegian, Bokmål, Nynorsk, Saami, Lule",,,,,,,
1363,Hungary,Eastern Europe,,Europe,Pécs,Pécsi Tudományegyetem,partner university,Hungarian,,,,,,,"2,6"
1145,China,Eastern Asia,,Asia,Beijing,Peking University,partner university,Standard Chinese,,,,,,,"2,6"
1228,United States,Northern America,,North America,University Park,Pennsylvania State University,partner university,English,,,,,,,"2,6"
444,Russian Federation,Eastern Europe,,Europe,Saint-Petersburg,Peter the Great St. Petersburg Polytechnic University,Partner University,Russian,English,B2,,,,,"2,6"
337,Germany,Western Europe,,Europe,Marburg,Philipps-Universität Marburg,partner university,German,,,,,,,"2,6"
1299,Spain,Southern Europe,,Europe,Barcelona,Planeta Formación y Universidades,partner university,Spanish,,,,,,,"2,6"
1076,"Korea, Republic of",Eastern Asia,,Asia,Pohang,Pohang University of Science and Technology,partner university,Korean,,,,,,,"2,6"
686,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Policía Nacional- Dirección Nacional de Escuelas,Government,Spanish,,,,,,,
1278,Italy,Southern Europe,,Europe,Florence,Polimoda,partner university,Italian,,,,,,,"2,6"
1767,Poland,Eastern Europe,,Europe,Kraków,Politechnika Krakowska,partner university,Polish,,,,,,,"2,6"
1850,Poland,Eastern Europe,,Europe,Lódz,Politechnika Lodzka,Non Partner University - Potential,Polish,,,,,,,"2,6"
1336,Poland,Eastern Europe,,Europe,Poznan,Politechnika Poznanska,partner university,Polish,,,,,,,"2,6"
2244,Poland,Eastern Europe,,Europe,Gliwice,Politechnika Śląska,"partner university, SGroup",Polish,,,,,,,"2,6"
1720,Poland,Eastern Europe,,Europe,Warsaw,Politechnika Warszawska,Partner University,Polish,,,,,,,"2,6"
3058,Poland,Eastern Europe,,Europe,Wrocław,Politechnika Wroclawska,Non Partner University - Potential,Polish,,,,,,,"2,6"
371,Italy,Southern Europe,,Europe,Milano,Politecnico di Milano,Partner University,Italian,English,B2,,,,,"2,6"
372,Italy,Southern Europe,,Europe,Torino,Politecnico di Torino,Partner University,Italian,English,B1,,,,,"2,6"
688,France,Western Europe,,Europe,Aubére,Polytech Clermont-Ferrand,Partner University,French,,,,,,,"2,6"
3087,Colombia,South America,Latin America and the Caribbean,South America,Medellín,POMA COLOMBIA SAS,Non Partner Company,Spanish,,,,,,,
1451,United States,Northern America,,North America,Claremont,Pomona College,partner university,English,,,,,,,"2,6"
1406,Philippines,South-eastern Asia,,Asia,Manila,"Pontifical and Royal University of Santo Tomas, The Catholic University of the Philippines",partner university,"English, Filipino language",,,,,,,"2,6"
48,Argentina,South America,Latin America and the Caribbean,South America,Buenos Aires,"Pontificia Universidad Católica Argentina, Santa María de los Buenos Aires",partner university,Spanish,,,,,,,"2,6"
128,Chile,South America,Latin America and the Caribbean,South America,Santiago,Pontificia Universidad Católica de Chile,"CINDA, Partner University",Spanish,,,,,,,"2,6"
129,Chile,South America,Latin America and the Caribbean,South America,Valparaiso,Pontificia Universidad Católica de Valparaíso,"CINDA, Partner University",Spanish,,,,,,,"2,6"
2319,Ecuador,South America,Latin America and the Caribbean,South America,Quito,Pontificia Universidad Católica del Ecuador,Non Partner University - Potential,Spanish,,,,,,,"2,6"
427,Peru,South America,Latin America and the Caribbean,South America,Lima,Pontificia Universidad Católica del Perú,"CINDA, Partner University","Spanish, Aymara language, Quechuan languages",,,,,,,"2,6"
1144,Dominican Republic,Caribbean,Latin America and the Caribbean,North America,Santiago de los Caballeros,Pontificia Universidad Católica Madre y Maestra,"CINDA, partner university",Spanish,,,,,,,"2,6"
180,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Pontificia Universidad Javeriana,"CCYK, Partner University, Sígueme",Spanish,,,,,,,"2,6"
786,Colombia,South America,Latin America and the Caribbean,South America,Cali,Pontificia Universidad Javeriana de Cali,Partner University,Spanish,,,,,,,"2,6"
2816,Brazil,South America,Latin America and the Caribbean,South America,São Paulo,Pontificia Universidade Católica de São Paulo (PUCSP),Non Partner University - Potential,Portuguese,,,,,,,"2,6"
92,Brazil,South America,Latin America and the Caribbean,South America,Curitiba,Pontificia Universidade Católica do Paraná (PUCPR),Partner University,Portuguese,,,,,,,"2,6"
93,Brazil,South America,Latin America and the Caribbean,South America,Rio de Janeiro,Pontificia Universidade Católica do Rio de Janeiro,Partner University,Portuguese,,,,,,,"2,6"
94,Brazil,South America,Latin America and the Caribbean,South America,Porto Alegre,Pontificia Universidade Católica do Rio Grande do Sul (PUCRS),Partner University,Portuguese,English,B2,Portuguese,B2,,,"2,6"
583,United States,Northern America,,North America,Claremont,Pormona College,Partner University,English,,,,,,,"2,6"
977,United States,Northern America,,North America,Portland,Portland State University,partner university,English,,,,,,,"2,6"
1304,China,Eastern Asia,,Asia,Beijing,Power China International Colombia,Non Partner Company,Standard Chinese,,,,,,,
584,United States,Northern America,,North America,Southfield,Powersys Solutions Inc.,Partner Company,English,,,,,,,
1244,United States,Northern America,,North America,New York,Pratt Institute,partner university,English,,,,,,,"2,6"
181,Colombia,South America,Latin America and the Caribbean,South America,Medellín,Premex S.A.,Partner Company,Spanish,,,,,,,
1626,Thailand,South-eastern Asia,,Asia,Hat Yai,Prince of Songkla University,partner university,Thai,,,,,,,"2,6"
976,United States,Northern America,,North America,Princeton,Princeton University,partner university,English,,,,,,,"2,6"
182,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Procalculo,Partner Company,Spanish,,,,,,,
2541,Colombia,South America,Latin America and the Caribbean,South America,Cajicá,Productos Naturales de la Sabana S.A.S,Partner Company,Spanish,,,,,,,
1293,United Kingdom,Northern Europe,,Europe,London,Professionals in International Education,Agency,English,,,,,,,
1496,Colombia,South America,Latin America and the Caribbean,South America,Bogotá,Programa de las Naciones Unidas para el Desarrollo-PNUD,"NGO, Partner Company",Spanish,,,,,,,
1759,Peru,South America,Latin America and the Caribbean,South America,Lima,Programa Nacional de Becas y Crédito Educativo ,Government,"Spanish, Aymara language, Quechuan languages",,,,,,,
1249,France,Western Europe,,Europe,Paris,PSE – Ecole d’économie de Paris,partner university,French,,,,,,,"2,6"
2322,India,Southern Asia,,Asia,Haryana,Public Health Foundation of India,NGO,"Hindi, English",,,,,,,
585,United States,Northern America,,North America,West Lafayette,Purdue University,Partner University,English,English,B1,,,,,3
1627,"Korea, Republic of",Eastern Asia,,Asia,Pusan,Pusan National University,partner university,Korean,,,,,,,"2,6"
1628,Qatar,Western Asia,,Asia,Doha,Qatar University,partner university,Arabic,,,,,,,"2,6"
1280,Singapore,South-eastern Asia,,Asia,Midview,QS Asia,Non Partner Company,"Malay, English, Tamil, Standard Chinese, Singapore English, Singaporean Mandarin",,,,,,,
512,Germany,Western Europe,,Europe,Stuttgart,QS Unisolution GmbH,Partner Company,German,,,,,,,
1629,Pakistan,Southern Asia,,Asia,Islamabad,Quaid-I-Azam University,partner university,"Urdu, English",,,,,,,"2,6"
1440,Canada,Northern America,,North America,Quebec,Québec International,Non Partner Company,"French, English",,,,,,,
513,United Kingdom,Northern Europe,,Europe,London,Queen Mary University of London,Partner University,English,English,B2,,,,,3
116,Canada,Northern America,,North America,Kingston,Queen's University,Partner University,"French, English",English,B2,,,,,"2,6"
944,United Kingdom,Northern Europe,,Europe,Belfast,Queen's University Belfast,Partner University,English,,,,,,,"2,6"
2930,United States,Northern America,,North America,New York City,"Queens College, City University of New York",Non Partner University - Non potential,English,,,,,,,"2,6"
64,Australia,Australia and New Zealand,,Oceania,Brisbane,Queensland University of Technology,Partner University,English,English,C1,,,,,3
